,lr_1,max_epochs_1,final_loss,max_loss,time_taken,epoch_final,final_select
0,0.0005,500,10.757515907287598,3.0,00:14,500,0
1,0.0001,500,10.804244041442871,3.0,00:14,500,0
2,0.001,500,10.682368278503418,3.0,00:14,500,1
