LysoPC(18:1).&.PC-P(18:0),LysoPC(18:0).&.PC-O(18:0),Cer(34:1),DG-H20(33:3),DG-H20(36:2),DG(34:3),DG-H20(38:5),SM(32:1),SM(34:2),SM(34:1),SM(36:2),SM(36:1),PC-O(34:3).&.PC-P(34:2),PC(33:2).&.PE(36:2),PC-P(34:1).&.PC-O(34:2),PC-O(34:1).&.PC-P(34:0),PE(37:4).&.PC(34:4),PC(34:3).&.PE(37:3),PC(34:2),SM(38:1),PC(34:1).&.PE(37:1),PC(35:2),SM(39:1),PC(37:4),PC-P(38:3).&.PC-O(38:4),PC(38:5).&.PE(41:5),PE(41:4).&.PC(38:4),SM(42:3),PC(38:3).&.PE(41:3),TG_oxid(48:4),TG(51:2),TG(53:2),TG(54:2),TG_oxid(61:4)
1.61477090702113,4.00145493161537,0.373351177374803,0.0146428473615126,5.82341845750998,0.0082786915674199,0.643315986174782,5.0668286516028,4.4785589351827,58.1855779024476,4.48506475349021,11.0192687809168,0.399252773436904,2.40802384105084,1.92827691633878,4.36209684364888,0.106529032033744,3.44514712045774,103.434868278158,4.67599732602955,114.411767910856,2.82678205087731,0.938818922483235,0.797649158790933,2.12892828816678,9.48190954783474,26.9180713788515,10.9572151664327,9.50239389096421,0.0,0.242036675134775,0.0369735205435401,1.12362571301452,0.0
0.0725345061687661,0.939268469040779,0.110441558488953,0.0,7.57923730534336,0.0,0.924806797982746,2.61774647029803,2.26255493405959,34.6884536443693,2.87430168964794,6.74498446802261,0.41372348376282,3.1508731808692,1.50232342030813,3.6794074530516,0.0970360858040323,3.28170135261366,113.492871788155,3.09854201422745,104.812444499339,2.26369613896654,0.327509630915108,0.386017386291308,1.15339912339903,6.34480764690279,23.0232128869073,10.7824045583519,7.5539957278381,0.0096258061777188,0.0663698173936114,0.052680317261154,1.07516620877126,0.0
1.4949340243667,3.96260388132863,0.152560518547898,0.0,6.00424728356846,0.0,1.46581425470904,5.32629548586795,5.04521407406358,75.7555330769335,6.35363488663837,18.7731907046312,0.220387757145139,2.29565715210247,1.69639306947601,4.31149805792893,0.0217400215996059,2.47645383998779,83.9583294123774,8.31010164433029,108.787686879755,1.4767662424562,1.41047119185639,0.624564715780077,2.21844493824467,7.48449363287199,27.4284081875068,12.390544303716,10.5869178095738,0.0079246354013755,0.44049366676758,0.129834472035592,1.41088572183236,0.0
3.26862596744548,6.5604592414298,0.0417951560604663,0.0527759891447095,3.89948146306839,0.0227339274257032,0.0357855892924824,4.90559973004995,6.74814987187168,34.530820247777,6.0794471466941,4.74903661102909,0.81444504446528,0.412728527092705,0.899532934947839,3.36111320642642,0.0335418280223764,9.20868880657845,189.212256528429,1.7208930622872,124.336381037177,2.45673503976717,0.0635769715370244,0.0373953279578762,0.161002516134279,7.94277014611841,20.997519354378,12.7620877758068,6.73616921810421,0.158894716415301,0.0282217694650804,0.0249079407117907,0.115422216496172,0.0
0.123069055312542,1.66234526061312,0.0618599026510223,0.0242944269726435,6.93806076141839,0.0,0.301290946406408,4.22891255946321,2.74934764154088,68.6719582879677,3.31878126181695,15.5249965788189,0.125237817357674,2.36935799168024,1.05180982199239,3.01658789156408,0.0441620917860585,3.73513022342541,101.516334681137,6.8351604467693,85.0209090765213,2.1952825184516,1.39168903377434,0.264094826758343,0.895619917599872,6.41682475125275,16.5578047274811,8.54091033594073,5.36495059596047,0.0118224503059018,0.161515622929945,0.0923678830381632,1.46926264995245,0.0
1.37697771404503,3.94207512701927,0.0595077697951663,0.0,9.02590358411484,0.0105065883011728,1.16512936684342,4.05999515382965,4.30920440345151,45.647345289229,4.76679149956644,10.3887916600696,0.14720098967136,2.13210834245169,1.0760133162217,3.50138877225045,0.056209313428546,4.30401481113968,131.211501689456,4.15996348432615,99.5032263143974,3.10725425025926,0.511883544103355,0.802940546889739,1.59329504175808,9.41256329688149,30.5700394680057,11.3328715864012,8.32977839759225,0.022303093416178,0.201061643839789,0.128967238481016,1.12283540160504,0.0
3.33513720391477,7.63383189218936,0.182049794847762,0.0093594675352594,6.85541170955351,0.0,0.577989448335329,7.04987766691421,7.98921805207247,55.8861406085072,7.23682597621728,8.0871156451844,0.30180804344314,1.48964663136745,1.72701600642467,5.38030882012799,0.0702073151608773,4.44969409016901,107.272713391948,3.33920200522366,159.496848637722,1.91347515117237,0.640578907231168,0.411721841279347,1.35138215128388,6.86919538537531,21.235252223036,13.6285303987476,9.99282081581313,0.0129904177504347,0.544562230216372,0.323900059443632,2.08404401381114,0.355339411090727
1.59674292793506,3.44561806949733,0.312136973514753,0.0025202772531241,4.9363583756443,0.0022244738229487,0.817808766967357,5.36292223761855,3.77492438314165,59.6905454417429,5.00704697696767,15.6494577163113,0.778673608478575,1.25350057424356,1.71314051594996,3.81725503993809,0.223334988253168,3.55018315908675,89.2854346614552,6.82872635607945,98.9090041011903,2.36520156051551,1.62889403482426,1.21920204349039,1.95616050689999,9.76734974899867,33.3427223954984,12.1735655866762,8.35071046172761,0.0998193983201009,0.466452847993306,0.240327077951004,1.15966878956238,0.0
2.81862428941334,8.47130144558518,0.0437554837290123,0.0081959392157127,6.19203942449101,0.0,0.101500009808939,7.15746437842371,6.00638972995917,49.601616336715,5.17988698682366,8.30458436555212,0.447784481984012,1.44964768702863,1.65852650883416,3.86882993439675,0.0581215268771549,6.03746629306158,122.048378017481,4.69396827345025,113.088755303912,1.94233903263409,0.768506694092075,0.194478263944438,1.16170205873691,6.80040383751812,21.7508766979924,10.6936887088889,8.7778947075617,0.0,0.103684277250262,0.0351010611141078,1.28457571893412,0.010350993667448
1.44408510156794,3.69213793918303,0.0411711337064208,0.0,5.05099878584117,0.0,0.256250603641678,4.93900822777139,4.46201045022194,46.8431226450851,4.15709795449013,7.95436683264738,0.287209215891951,1.71966930919249,1.6956565162018,4.4744039525648,0.107645734899412,5.30818671702362,122.460736178703,3.56991101701738,134.24129458575,2.65689125892285,0.330361637265151,0.283532259804429,1.09820912401199,10.5620076566154,29.1689621898472,11.1446580236605,12.5671523218176,0.0119187851307926,0.0653311650415246,0.0343901338248821,0.78547822937407,0.0
1.69515051375596,3.81196247800723,0.292133495078126,0.0063843815258225,6.80443475705175,0.0,0.838276757738629,6.0678099705864,4.10531477395417,67.1050541829504,5.02805588269786,17.6478963159194,0.636839164580337,1.56834846793793,1.51095668365238,3.10079767971481,0.318708061131752,2.95699004271573,81.1633065309296,8.73315193362258,82.8998821198253,2.08349814219752,2.19030304938456,1.01287540826632,1.76552008885146,9.48950888418545,29.9942365945978,11.8355749111882,7.02194974879943,0.067647354378748,0.669345508078624,0.452337265396349,1.84367254727034,0.0024685403476551
0.58183599687513,2.22087070703881,0.101818429254688,0.0080930887741088,7.75888636417923,0.0,0.984716613474402,6.67289290380988,4.0628983650383,57.5271320281954,4.1442861979,11.4070832277759,0.128897881023416,2.43384073828456,1.09208665074239,4.62298854643638,0.0979447607030955,3.82847916918779,95.5251068576777,5.14409859473975,109.270529250336,2.02033425176824,0.738615908460797,0.521181435185547,1.26148866635325,9.20747877172012,31.0439876818209,13.7268657400016,8.5508356955395,0.0390372742763877,0.224075066153688,0.0967831567049305,1.14491071044335,0.0
0.853887705642942,3.52970137610879,0.281421131049888,0.0,7.33492132952183,0.0,1.2893866584656,6.44299033291712,4.28741671431023,87.2788359218284,4.12223575470986,14.778909226246,0.236883726005478,2.48643039439427,1.4699343372,4.36078179383006,0.0910575365781234,4.27018457863712,104.009928038631,6.39015236757287,113.661096533991,2.22659437051791,1.00609550481958,0.631841973312637,1.27274076807327,7.96931000397456,26.7264573920712,13.7719948832075,5.46455676549556,0.0940159865191479,0.0404919247236664,0.0,0.689332747628178,0.0138240025615282
0.378902952009815,3.2350317006939,0.0706094633420546,0.0,9.98995540821292,0.0,0.61071564445466,5.07929003642031,3.12481744953984,51.7406029257731,3.66788108634217,11.4939934970629,0.0567346397495938,2.3550090284811,0.75617267896341,2.99466214275155,0.0,3.57265570371819,83.3304071978257,5.64228107417806,86.9811888035449,1.75167444320232,0.957687968285936,0.158262209471804,0.652311385826208,4.74748615554945,14.4913793415491,10.3926152339188,8.05268706955466,0.0075529615337394,0.227050442892997,0.0761706172256372,2.12456460339802,0.0
2.7558160330669,9.84486221617513,0.0195776014907191,0.0130679871349267,2.88323989593611,0.0,0.0692456416252658,6.16099481113001,6.99031706500287,64.5108956322165,7.64396288015526,9.11259683823463,0.367038242193639,0.688817251097697,1.71513687802972,5.40933837989704,0.0,8.06855036769442,170.891369269996,3.37894065760658,163.593649770767,2.35811303309276,0.116054784032722,0.0317055929104401,0.833269612176833,6.44605799599455,23.0438581302435,16.0062128684246,6.70431610175881,0.0,0.0,0.0,0.014611665666692,0.0171753434325323
1.93551371594734,3.57425654814474,0.151081830127282,0.0,10.7123530464683,0.0,0.812700193295582,3.95528062937355,3.85204904327976,44.6865098866523,4.16357022870618,10.0143419905148,0.610252862726953,2.26109260617239,1.44814890932012,3.15181069903119,0.0631145743597763,4.04541969423971,118.108272170473,4.5283107752421,90.2269967918181,2.81272829787318,0.820802238124101,0.68015335563938,1.84625601904365,7.94735735878783,26.443773954533,9.49660072285813,8.89529572559753,0.0058406704191778,1.0543217099218,0.431231036601374,2.44969721241936,0.0
1.24811189278172,4.16954791028831,0.0092760017602071,0.0,5.25220696679996,0.0,0.398322962464527,5.63423761181295,4.39335984111228,69.0752173667098,4.49101344371165,13.9296358234843,0.210507975101169,1.44719861543253,1.10755707296241,2.86851456914696,0.0,2.97474959075596,106.232055175411,7.08185371612875,95.5559852996771,1.1763075768948,0.701620468125354,0.303755009047355,1.05309603684108,7.10556063393041,24.9497905388161,13.3499289139747,6.07530423486863,0.0129922490320204,0.0664529212640163,0.0169563743707689,0.463673124181202,0.0
