,lr_1,max_epochs_1,final_loss,max_loss,time_taken,epoch_final,final_select
0,0.0005,500,9.063192367553711,3.0,00:04,500,0
1,0.0001,500,9.913716316223145,3.0,00:04,500,0
2,0.001,500,7.218353271484375,3.0,00:04,500,1
