lr_2,n_epochs_2,max_loss_2,min_loss_2,ind_null,instab,diff,time_taken,final_lr,experiment,undov
1e-05,5000,15,-15,250,4.297265677452088,0.4325485882759095,NA,1,7c,over
5e-05,5000,15,-15,250,4.959102447032929,1.9356580953598024,NA,0,7c,over
1e-05,5000,15,-15,250,4.332913553714752,0.4039050347805023,NA,1,8a,over
5e-05,5000,15,-15,250,5.102818939685822,1.880319909572601,NA,0,8a,over
1e-05,5000,15,-15,250,4.332913553714752,0.4039050347805023,NA,1,8b,over
5e-05,5000,15,-15,250,5.102818939685822,1.880319909572601,NA,0,8b,over
1e-05,5000,15,-15,250,4.333084602355957,0.403576631307602,NA,1,8c,over
5e-05,5000,15,-15,250,5.10178250670433,1.878657004356384,NA,0,8c,over
1e-05,5000,15,-15,250,4.300775359869004,0.4162956612110138,NA,1,9a,over
5e-05,5000,15,-15,250,4.882536518573761,1.935681478261948,NA,0,9a,over
1e-05,5000,15,-15,250,4.300775359869004,0.4162956612110138,NA,1,9b,over
5e-05,5000,15,-15,250,4.882536518573761,1.935681478261948,NA,0,9b,over
1e-05,5000,15,-15,250,4.3009185945987705,0.415849140882492,NA,1,9c,over
5e-05,5000,15,-15,250,4.883680900335312,1.933890094280243,NA,0,9c,over
