,impute_method,mean_roc_auc,mean_accuracy,sd_roc_auc,hyp
0,ExpandGAN,0.500055378344852,0.3578210678210678,0.00028771516785698576,"SVC(C=1, gamma=0.1)"
0,GAN,0.7874767955656652,0.7921067821067821,0.025042809042107397,"SVC(C=1, gamma=0.1, kernel='linear')"
0,SMOTE,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')"
0,RO,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')"
