,lr_1,max_epochs_1,final_loss,max_loss,time_taken,epoch_final,final_select
0,0.0005,500,3.7084922790527344,3.0,00:36,500.0,1
1,0.0001,500,5.813468933105469,3.0,00:36,500.0,0
2,0.001,500,3.9631497859954834,3.0,00:31,300.0,0
