,lr_1,max_epochs_1,final_loss,max_loss,time_taken,epoch_final,final_select
0,0.0005,500,3.289930820465088,3.0,00:22,260.0,1
1,0.0001,500,7.368011474609375,3.0,00:37,500.0,0
2,0.001,500,3.632535696029663,3.0,00:14,120.0,0
