,epoch,n_pre_layers,loss_critic,pred_fake,pred_real,loss_gen,norm_gen
0,20.0,3.0,11.659794807434082,-0.26010504364967346,0.28691989183425903,-0.26010504364967346,17.747032165527344
0,40.0,3.0,11.441221237182617,-0.13627542555332184,0.4026181101799011,-0.13627542555332184,16.897388458251953
0,60.0,3.0,10.328286170959473,0.20241741836071014,-0.06686745584011078,0.20241741836071014,20.1406192779541
0,80.0,3.0,10.127107620239258,0.2653942108154297,-0.010326921939849854,0.2653942108154297,18.443208694458008
0,100.0,3.0,10.497722625732422,-0.10666843503713608,-0.1656845360994339,-0.10666843503713608,17.737014770507812
0,120.0,3.0,10.505082130432129,0.4599466323852539,0.07636122405529022,0.4599466323852539,17.51822280883789
0,140.0,3.0,10.849964141845703,-0.1143936887383461,0.08337954431772232,-0.1143936887383461,18.4803524017334
0,160.0,3.0,11.211118698120117,-0.11683951318264008,0.34904277324676514,-0.11683951318264008,18.65266990661621
0,180.0,3.0,10.23440170288086,0.18349486589431763,-0.25598710775375366,0.18349486589431763,18.072084426879883
0,200.0,3.0,10.844253540039062,-0.029596593230962753,0.08422243595123291,-0.029596593230962753,17.7822322845459
0,220.0,3.0,10.123434066772461,0.15939608216285706,-0.29033374786376953,0.15939608216285706,17.968456268310547
0,240.0,3.0,10.511018753051758,-0.27389663457870483,-0.4803178906440735,-0.27389663457870483,17.4157772064209
0,260.0,3.0,10.480220794677734,0.31234312057495117,0.0800078958272934,0.31234312057495117,17.167165756225586
0,280.0,3.0,10.556751251220703,0.29334551095962524,0.14011873304843903,0.29334551095962524,17.034252166748047
0,300.0,3.0,10.516772270202637,-0.025812149047851562,-0.039181966334581375,-0.025812149047851562,17.35365104675293
0,320.0,3.0,10.649850845336914,0.12044183164834976,0.0002062737912638113,0.12044183164834976,18.587806701660156
0,340.0,3.0,10.638175010681152,-0.24871599674224854,-0.3970547318458557,-0.24871599674224854,18.341899871826172
0,360.0,3.0,10.195209503173828,0.45281657576560974,0.16976313292980194,0.45281657576560974,17.638648986816406
0,380.0,3.0,11.154683113098145,-0.07669595628976822,-0.02941555343568325,-0.07669595628976822,18.090261459350586
0,400.0,3.0,10.773418426513672,0.0660434141755104,0.28504326939582825,0.0660434141755104,16.845003128051758
