,impute_method,mean_roc_auc,mean_accuracy,hyp
0,ExpandGAN,0.7597901650964636,0.7455411255411255,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)"
0,GAN,0.766725712692063,0.7465656565656565,HistGradientBoostingClassifier(min_samples_leaf=10)
0,SMOTE,0.6972965199884958,0.7185714285714285,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)"
0,RO,0.6972965199884958,0.7185714285714285,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)"
