,impute_method,mean_roc_auc,mean_accuracy,sd_roc_auc,hyp,n_expand
0,ExpandGAN,0.4318956563981439,0.42068433849255765,0.18031263817234575,"SVC(C=1, gamma=0.1, kernel='linear')",1
0,GAN,0.5,0.5244618395303327,0.0,"SVC(C=5, gamma=0.1)",
0,SMOTE,0.4434847368097783,0.4227005870841487,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
0,RO,0.4434847368097783,0.4227005870841487,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
