,logFC,AveExpr,t,P.Value,adj.P.Val,B
APOC4,-1.43785262201043,11.2021394966782,-10.4841412911121,4.3830435543787e-23,8.97779046469341e-23,41.0300187854128
HRG,-1.21174345030678,10.023507290985,-10.4558002924796,5.56750386060882e-23,1.13971250066694e-22,40.79269283415
HSD11B1,-1.88938604729062,9.333093805,-10.41064833154,8.14381930809487e-23,1.66215206912097e-22,40.4153879125706
CFHR3,-1.25878681349584,8.07683376302315,-10.3512309334796,1.34134987777757e-22,2.72958343019311e-22,39.920374252733
LOXL4,1.30297964930417,7.48805513500926,10.2982015624389,2.09093671440777e-22,4.23988643092721e-22,39.4800283417544
SGCE,1.01533392704374,8.73077321869444,10.2954901186654,2.13886407055868e-22,4.33451214299059e-22,39.4575499289876
SLC38A4,-1.04008589525937,9.11154878170139,-10.2483205424051,3.17072805120867e-22,6.41050668387391e-22,39.0670819576169
HSD17B6,-1.65506285416562,11.2483787084861,-10.1234446356314,8.94412084968694e-22,1.79038782742859e-21,38.0386777064445
IRX3,1.10770995421354,7.11638190739815,10.0812503532826,1.2675563909754e-21,2.52262815932822e-21,37.692951221116
TMED3,1.12147431923229,9.47949563390509,10.0718161333059,1.37016635753303e-21,2.72368138780438e-21,37.6157728674698
OTC,-1.28517670533751,10.5361318973542,-10.0537354857957,1.5904095328145e-21,3.1560119845279e-21,37.4679864909202
F12,-1.06524044965624,11.4088862920139,-10.048154633737,1.66523820043151e-21,3.30259423699898e-21,37.4224035013006
CPS1,-1.51695730059063,12.3903782481111,-10.0015154592262,2.44388695093491e-21,4.82179878027651e-21,37.0420845204064
SULT2A1,-1.27909846004583,11.6367659541065,-9.87368719753996,6.95480092386179e-21,1.35660086163914e-20,36.00541446806
PIPOX,-1.00400375605313,9.74417291172917,-9.74147538509551,2.03364154433791e-20,3.92667718088854e-20,34.9421100444537
IGFBP1,-1.21076745282188,8.86119580477083,-9.7118807642195,2.58254660482117e-20,4.97256030692866e-20,34.7053550577358
CYP2C18,-1.01264775509376,9.21550241128472,-9.62860284516861,5.04664112890188e-20,9.62532608427426e-20,34.0416326298514
GATM,-1.27903295393334,10.7513764743495,-9.44769167540425,2.13602067954605e-19,4.00503877414884e-19,32.6126262080233
SPP1,1.46254388835574,8.47510624619329,9.37948199527113,3.66342806842595e-19,6.8131431592004e-19,32.0784758768713
ARG1,-1.04697890786458,11.2842807913426,-9.34316962697958,4.87714997894568e-19,9.05568117712346e-19,31.7951611000365
AGXT,-1.11934340615834,12.2314819871343,-9.23911463660082,1.10297440202644e-18,2.02822113006469e-18,30.9873743887529
GSTA2,-1.42976105659584,10.2116111847662,-9.20520970098135,1.43709241076555e-18,2.63415818088562e-18,30.7254796065705
LYZ,1.19506235069218,8.18663298567014,9.1260039454723,2.65994511660067e-18,4.83946582390006e-18,30.116198940843
TESC,1.06323044382604,7.39255227702315,8.99028816834555,7.57689345524036e-18,1.362650733966e-17,29.0805598040654
NPW,-1.4367583110198,9.68813912281713,-8.90068271854663,1.50373052971424e-17,2.6818870039296e-17,28.4026289267614
HPR,-1.01409867207866,9.54379669497801,-8.72490225322195,5.69259498798682e-17,1.00174507088805e-16,27.08643944452
SLC39A5,-1.02372309792292,9.51536932865046,-8.6391263451191,1.08290064366838e-16,1.8901238368907e-16,26.4508655929575
UPB1,-1.03946242883959,10.4595358734815,-8.54511237597779,2.18032946330161e-16,3.75975487271136e-16,25.7593601184382
APCS,-1.12392850518856,12.3736836677338,-8.48931363630212,3.29480730310426e-16,5.65600354131091e-16,25.3514910790323
C4BPA,-1.09087134440625,12.4526113655208,-8.48267262833004,3.46032416105757e-16,5.93420543845868e-16,25.3030749150224
ALDH1L1,-1.09902588724584,10.3278539893912,-8.34298741779159,9.64223186783081e-16,1.63480091145108e-15,24.2910228578117
A2M,-1.05025440591355,11.4336523711991,-8.33248411745886,1.04096201621161e-15,1.76143080083097e-15,24.2154146906802
SNAR-A1,1.08250039733437,7.436632622125,8.30263077515481,1.2936048983256e-15,2.18462774127258e-15,24.0008922485993
EEF1A2,1.02879449352292,7.43151117093287,7.51723843721797,3.2131100940349e-13,5.11447320343368e-13,18.5638186388932
ATF5,-1.0034620448021,10.844664686919,-7.41891550168197,6.23041771549606e-13,9.79921467615795e-13,17.9121168126731
SLC13A5,-1.04402714575209,10.4688123878495,-7.32070505819939,1.19941266409432e-12,1.87101839289917e-12,17.2678126015023
GPX2,1.00018439722604,10.5677941704954,7.11686535528952,4.57380749843657e-12,7.00968989634587e-12,15.9520337785101
DEFB1,-1.12183192208335,10.720095127162,-6.77714853460986,3.9930341681782e-11,5.95057369531111e-11,13.8249973411548
AFP,1.16493912388437,9.21432902429861,6.58867586882255,1.28254846951798e-10,1.88998455289329e-10,12.6812364957069
