,impute_method,mean_roc_auc,mean_accuracy,sd_roc_auc,hyp
0,ExpandGAN,0.5115895921513759,0.5038770391845563,0.03572947993091971,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)"
0,GAN,0.5557326503701691,0.5489059156485125,0.090030842252462,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)"
0,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)"
0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)"
