experiment,classifier,n_control,class_imbalance,alpha1,alpha2,method,auc_mean,mean_accuracy,auc_sd,hyp,expGanMulti
microarray,histgradboost,40,0.5,1,1,ExpandGAN,0.5731265276917992,0.5671751685419112,0.12278264353680375,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.75
microarray,histgradboost,40,0.5,1,1,ExpandGAN,0.5611562183871601,0.5543130622857274,0.09017418044120486,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",1.0
microarray,svm,40,0.5,1,1,ExpandGAN,0.5391916381888978,0.534663261314742,0.10711255652152335,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.5,1,1,GAN,0.5153071153320281,0.5075815098594142,0.03424572481534144,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.5,1,1,ExpandGAN,0.5621232672179359,0.5588918800763903,0.1527143930730445,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,40,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,40,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.5,0,0,ExpandGAN,0.6147697075387658,0.609304894042935,0.13410754224534557,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,80,0.5,0,0,GAN,0.6192591502133107,0.6141828305837418,0.13136181896508123,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.5,0,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.5,0,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,80,0.5,0,0,ExpandGAN,0.6315646709580441,0.6267688272244081,0.13992146733608182,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
microarray,histgradboost,80,0.5,0,0,ExpandGAN,0.5424460306435892,0.5353075170842825,0.08589159420944344,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=75)",0.75
microarray,histgradboost,80,0.5,0,0,ExpandGAN,0.5466493325549131,0.5395181887209222,0.09385966774952263,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",1.0
microarray,svm,80,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.5,0,0,GAN,0.4681437988924287,0.46287476128022825,0.13861906966084364,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,0,0,SMOTE,0.5282647098790596,0.5207427348657417,0.0012330042140667103,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,0,0,RO,0.5284005979073244,0.5208807896735004,0.001062339779101616,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.5,1,0,ExpandGAN,0.6095323564493967,0.6041048296173581,0.1267531944809336,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,80,0.5,1,0,GAN,0.6304930848092283,0.6256413796277123,0.14239559857455394,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.5,1,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.5,1,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,80,0.5,1,0,ExpandGAN,0.5527417506739879,0.5456846368008099,0.09481466763849547,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.5
microarray,histgradboost,80,0.5,1,0,ExpandGAN,0.5512111230222839,0.544143024780838,0.08543460350349567,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.75
microarray,histgradboost,80,0.5,1,0,ExpandGAN,0.5075417855686915,0.49968937668254293,0.021666273640478472,HistGradientBoostingClassifier(min_samples_leaf=50),1.0
microarray,svm,80,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.5,1,0,GAN,0.4683111424827917,0.4630358252226134,0.138537913732185,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,0,SMOTE,0.5282647098790596,0.5207427348657417,0.0012330042140667103,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,0,RO,0.5284005979073244,0.5208807896735004,0.001062339779101616,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.5,1,1,ExpandGAN,0.572355132457275,0.5658866570028301,0.0995140528555437,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.25
microarray,histgradboost,80,0.5,1,1,GAN,0.6304930848092283,0.6256413796277123,0.14239559857455394,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,80,0.5,1,1,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.5,1,1,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,80,0.5,1,1,ExpandGAN,0.5040766408479412,0.49616897908469665,0.01803807225948394,HistGradientBoostingClassifier(min_samples_leaf=75),0.5
microarray,histgradboost,80,0.5,1,1,ExpandGAN,0.5621735961172932,0.5554175007477968,0.09451455855137314,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
microarray,histgradboost,80,0.5,1,1,ExpandGAN,0.5454546503064192,0.5383447228549734,0.09399917429486869,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",1.0
microarray,svm,80,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,80,0.5,1,1,GAN,0.4683111424827917,0.4630358252226134,0.138537913732185,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,1,SMOTE,0.5282647098790596,0.5207427348657417,0.0012330042140667103,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,1,RO,0.5284005979073244,0.5208807896735004,0.001062339779101616,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,80,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.5,0,0,ExpandGAN,0.6113029900399108,0.6058075055797152,0.14382461399810462,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.5,0,0,GAN,0.5756413998815594,0.5688778445042681,0.08772525674199835,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,120,0.5,0,0,SMOTE,0.5255406582013458,0.5180736752490739,0.07271456101476802,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,0,0,RO,0.5541134228852216,0.5476404132440579,0.10171766299519283,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,0,0,ExpandGAN,0.5902237790628423,0.583856791146085,0.12650991840914574,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.5
microarray,histgradboost,120,0.5,0,0,ExpandGAN,0.5804484388814234,0.5738017993143278,0.12049074089235784,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",0.75
microarray,histgradboost,120,0.5,0,0,ExpandGAN,0.5408416921247016,0.5336738685258048,0.07704038430460788,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",1.0
microarray,svm,120,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.5,0,0,GAN,0.7994572657315557,0.7963691585559467,0.10546678075497558,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,0,0,SMOTE,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,0,0,RO,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,0,0,ExpandGAN,0.5506557226475014,0.5498953084374497,0.17395950755025005,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.5,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.5,1,0,ExpandGAN,0.6035005427132981,0.5978463449989646,0.13820745162867215,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.5,1,0,GAN,0.5983226426362949,0.5924852166310025,0.11307171361472546,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,120,0.5,1,0,SMOTE,0.5255406582013458,0.5180736752490739,0.07271456101476802,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,1,0,RO,0.5541134228852216,0.5476404132440579,0.10171766299519283,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,1,0,ExpandGAN,0.5922438552607959,0.586226732012609,0.11911337781056784,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.5
microarray,histgradboost,120,0.5,1,0,ExpandGAN,0.5851335351522198,0.5785876993166287,0.12354365059332209,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",0.75
microarray,histgradboost,120,0.5,1,0,ExpandGAN,0.5517428268736191,0.5448793170888843,0.08072022196997264,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",1.0
microarray,svm,120,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.5,1,0,GAN,0.7995463898241676,0.7964611950944525,0.10537609183341762,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,0,SMOTE,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,0,RO,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,0,ExpandGAN,0.5497563032752371,0.5489979521870183,0.17445553335956462,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.5,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.5,1,1,ExpandGAN,0.611279712923958,0.6057614873104623,0.141859710497428,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.25
microarray,histgradboost,120,0.5,1,1,GAN,0.5983226426362949,0.5924852166310025,0.11307171361472546,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,120,0.5,1,1,SMOTE,0.5255406582013458,0.5180736752490739,0.07271456101476802,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,1,1,RO,0.5541134228852216,0.5476404132440579,0.10171766299519283,HistGradientBoostingClassifier(min_samples_leaf=10),
microarray,histgradboost,120,0.5,1,1,ExpandGAN,0.5944560200912966,0.5881594993212306,0.12483168113292673,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.5
microarray,histgradboost,120,0.5,1,1,ExpandGAN,0.5811235800959269,0.5744690642184948,0.1241917841944484,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=50)",0.75
microarray,histgradboost,120,0.5,1,1,ExpandGAN,0.5509096738855085,0.5437748786268148,0.0942565236943351,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",1.0
microarray,svm,120,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.25
microarray,svm,120,0.5,1,1,GAN,0.7995463898241676,0.7964611950944525,0.10537609183341762,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,1,SMOTE,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,1,RO,0.8070295631954825,0.8041002277904328,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,120,0.5,1,1,ExpandGAN,0.5532026795106018,0.5524493223809852,0.17230159949437482,"SVC(C=1, gamma=0.1, kernel='linear')",0.5
microarray,svm,120,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.75
microarray,svm,120,0.5,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.6,0,0,ExpandGAN,0.5527228773367289,0.545638618531557,0.09278101891101988,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.25
microarray,histgradboost,40,0.6,0,0,GAN,0.5775899671016761,0.5709946848899013,0.12850555232886685,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.6,0,0,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,0,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,0,0,ExpandGAN,0.537174707547154,0.5332136858332759,0.14631673084347985,"HistGradientBoostingClassifier(learning_rate=10, min_samples_leaf=1)",0.5
microarray,histgradboost,40,0.6,0,0,ExpandGAN,0.5642708432942614,0.5577644324796944,0.10464908073194142,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.75
microarray,histgradboost,40,0.6,0,0,ExpandGAN,0.5150835711373828,0.5073514185131498,0.058937291257759705,HistGradientBoostingClassifier(min_samples_leaf=50),1.0
microarray,svm,40,0.6,0,0,ExpandGAN,0.5777554233583133,0.5741469363337245,0.09290427482641851,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.6,0,0,GAN,0.6006915610179188,0.5943259474011182,0.05661146071252424,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,0,0,SMOTE,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,0,0,RO,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.6,1,0,ExpandGAN,0.5566692921575831,0.5496882262258117,0.0984763475192404,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.25
microarray,histgradboost,40,0.6,1,0,GAN,0.5725440755336122,0.5658176295989508,0.12488299438612523,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.6,1,0,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,1,0,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,1,0,ExpandGAN,0.5319566492025386,0.5279676031384459,0.14482363515761168,"HistGradientBoostingClassifier(learning_rate=10, min_samples_leaf=1)",0.5
microarray,histgradboost,40,0.6,1,0,ExpandGAN,0.5867656594176275,0.5805664848945031,0.12800741608084018,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.75
microarray,histgradboost,40,0.6,1,0,ExpandGAN,0.5468087074028778,0.5396562435286809,0.09635056428637673,HistGradientBoostingClassifier(min_samples_leaf=25),1.0
microarray,svm,40,0.6,1,0,ExpandGAN,0.5773959911354032,0.5737787901797013,0.09263041691230978,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.6,1,0,GAN,0.6005556729896541,0.5941878925933596,0.05656819257468835,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,0,SMOTE,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,0,RO,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,40,0.6,1,1,ExpandGAN,0.5519584023258662,0.5449253353581373,0.09467739161452408,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.25
microarray,histgradboost,40,0.6,1,1,GAN,0.5725440755336122,0.5658176295989508,0.12488299438612523,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",
microarray,histgradboost,40,0.6,1,1,SMOTE,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,1,1,RO,0.5,0.4920273348519362,0.0,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=1)",
microarray,histgradboost,40,0.6,1,1,ExpandGAN,0.5380126837214531,0.5340650238144543,0.14654721533689252,"HistGradientBoostingClassifier(learning_rate=10, min_samples_leaf=1)",0.5
microarray,histgradboost,40,0.6,1,1,ExpandGAN,0.5523010582489905,0.5452704723775339,0.10816090136101478,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.75
microarray,histgradboost,40,0.6,1,1,ExpandGAN,0.5653556407791585,0.5588918800763903,0.09942150127523913,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",1.0
microarray,svm,40,0.6,1,1,ExpandGAN,0.5781367696228185,0.5745380916223741,0.09296954680208568,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,40,0.6,1,1,GAN,0.6005556729896541,0.5941878925933596,0.05656819257468835,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,1,SMOTE,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,1,RO,0.6516057435339947,0.6460504820413705,0.0010959512137237821,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,40,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,40,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=1, gamma=0.1)",0.75
microarray,svm,40,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.6,0,0,ExpandGAN,0.6522262569223207,0.6477531580037275,0.14203507970728882,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,80,0.6,0,0,GAN,0.5672185440184941,0.56031844642323,0.09008143469701067,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
microarray,histgradboost,80,0.6,0,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.6,0,0,RO,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,80,0.6,0,0,ExpandGAN,0.5938020589552727,0.5876763074940752,0.11774179049202073,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,80,0.6,0,0,ExpandGAN,0.512433754586221,0.5046593497618554,0.039363005932935846,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
microarray,histgradboost,80,0.6,0,0,ExpandGAN,0.5704140097201881,0.564229999309726,0.11730964892450457,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
microarray,svm,80,0.6,0,0,ExpandGAN,0.6104142655587598,0.60739513586894,0.18081357223054775,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,80,0.6,0,0,GAN,0.6652769599331633,0.6599710084903706,0.12613399437095796,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,0,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,0,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.6,0,0,ExpandGAN,0.5645467085738636,0.5619751041163341,0.1936255999588497,"SVC(C=1, gamma=0.1, kernel='linear')",0.75
microarray,svm,80,0.6,0,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.6,1,0,ExpandGAN,0.6505446425725449,0.6461655277145026,0.13488537170052112,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,80,0.6,1,0,GAN,0.5702307286450286,0.5633786613285475,0.08791585339168335,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
microarray,histgradboost,80,0.6,1,0,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.6,1,0,RO,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,80,0.6,1,0,ExpandGAN,0.6000255419164239,0.5940728469202273,0.13304512562778473,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.5
microarray,histgradboost,80,0.6,1,0,ExpandGAN,0.5350788234445435,0.5276684843883022,0.07908558751796586,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",0.75
microarray,histgradboost,80,0.6,1,0,ExpandGAN,0.6014923147770681,0.5954533949978141,0.12280460782264477,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
microarray,svm,80,0.6,1,0,ExpandGAN,0.6111369046720317,0.6081084190423598,0.18087253833352998,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,80,0.6,1,0,GAN,0.6653675519520063,0.6600630450288765,0.1261296393519261,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,0,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,0,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.6,1,0,ExpandGAN,0.5662798051936069,0.5637007892133177,0.19272218498536314,"SVC(C=1, gamma=0.1, kernel='linear')",0.75
microarray,svm,80,0.6,1,0,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,80,0.6,1,1,ExpandGAN,0.6119680654745429,0.6059455603874738,0.13161716846104293,HistGradientBoostingClassifier(min_samples_leaf=25),0.25
microarray,histgradboost,80,0.6,1,1,GAN,0.5702307286450286,0.5633786613285475,0.08791585339168335,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
microarray,histgradboost,80,0.6,1,1,SMOTE,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=50),
microarray,histgradboost,80,0.6,1,1,RO,0.5,0.4920273348519362,0.0,HistGradientBoostingClassifier(min_samples_leaf=25),
microarray,histgradboost,80,0.6,1,1,ExpandGAN,0.5929249730320981,0.5868709877821495,0.13139067870389715,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=10)",0.5
microarray,histgradboost,80,0.6,1,1,ExpandGAN,0.5124337545862209,0.5046593497618554,0.04129641039029208,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
microarray,histgradboost,80,0.6,1,1,ExpandGAN,0.5730318464498834,0.5670141045995261,0.11894551910709555,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
microarray,svm,80,0.6,1,1,ExpandGAN,0.6088001758156217,0.6058075055797152,0.18081375545884404,"SVC(C=1, gamma=0.1, kernel='linear')",0.25
microarray,svm,80,0.6,1,1,GAN,0.6653675519520063,0.6600630450288765,0.1261296393519261,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,1,SMOTE,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,1,RO,0.5,0.4920273348519362,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
microarray,svm,80,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",0.5
microarray,svm,80,0.6,1,1,ExpandGAN,0.562096949397647,0.5595131267113044,0.19516074530667996,"SVC(C=1, gamma=0.1, kernel='linear')",0.75
microarray,svm,80,0.6,1,1,ExpandGAN,0.5,0.5079726651480638,0.0,"SVC(C=5, gamma=0.1)",1.0
microarray,histgradboost,120,0.6,0,0,ExpandGAN,0.6064008503906362,0.6006534594233911,0.11501823753848511,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
microarray,histgradboost,120,0.6,0,0,GAN,0.6021319112064005,0.5958675594210902,0.11763433669444442,HistGradientBoostingClassifier(min_samples_leaf=25),
