experiment,classifier,n_control,class_imbalance,alpha1,alpha2,method,auc_mean,mean_accuracy,auc_sd,hyp,expGanMulti
sim,svm,80,0.5,0,0,ExpandGAN,0.5001232849054247,0.3518037518037518,0.0012266693208243533,"SVC(C=5, gamma=0.1)",0.25
sim,svm,80,0.5,0,0,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.5,0,0,SMOTE,0.8616011640709657,0.8767821067821068,0.0004788068894259927,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,0,0,RO,0.8616897694227289,0.8768975468975468,0.0004156290680482674,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,0,0,ExpandGAN,0.5002378545303481,0.358008658008658,0.0012213461879416409,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.5,0,0,ExpandGAN,0.49995188438889904,0.3485714285714286,0.0003050269069125924,"SVC(C=5, gamma=0.1)",0.75
sim,svm,80,0.5,0,0,ExpandGAN,0.6614986868977377,0.6538528138528138,0.026225440993251657,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
sim,histgradboost,80,0.5,1,0,ExpandGAN,0.7841539133061997,0.7599567099567099,0.04553532025855469,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
sim,histgradboost,80,0.5,1,0,GAN,0.777913590898923,0.7389754689754691,0.021472515337527216,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,80,0.5,1,0,SMOTE,0.7347925617986014,0.7560894660894661,0.012939695498120721,HistGradientBoostingClassifier(min_samples_leaf=50),
sim,histgradboost,80,0.5,1,0,RO,0.780302485597999,0.7985569985569986,0.01886213470849702,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
sim,histgradboost,80,0.5,1,0,ExpandGAN,0.7739590323714569,0.7559018759018759,0.051199406961686296,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,80,0.5,1,0,ExpandGAN,0.7630509509823573,0.7432323232323232,0.06023628855551237,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
sim,histgradboost,80,0.5,1,0,ExpandGAN,0.774903914032473,0.7595526695526695,0.04964847406605883,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
sim,svm,80,0.5,1,0,ExpandGAN,0.49997930120880946,0.35161616161616166,0.00020595037197934418,"SVC(C=5, gamma=0.1)",0.25
sim,svm,80,0.5,1,0,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.5,1,0,SMOTE,0.8616011640709657,0.8767821067821068,0.0004788068894259927,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,1,0,RO,0.8616897694227289,0.8768975468975468,0.0004156290680482674,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,1,0,ExpandGAN,0.49999328197128023,0.35165945165945167,0.00024230354169013743,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.5,1,0,ExpandGAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",0.75
sim,svm,80,0.5,1,0,ExpandGAN,0.6626899568012596,0.6552669552669552,0.02764034478733427,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
sim,histgradboost,80,0.5,1,1,ExpandGAN,0.7834510622474384,0.7593795093795094,0.04674642230912887,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
sim,histgradboost,80,0.5,1,1,GAN,0.777913590898923,0.7389754689754691,0.021472515337527216,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,80,0.5,1,1,SMOTE,0.7347925617986014,0.7560894660894661,0.012939695498120721,HistGradientBoostingClassifier(min_samples_leaf=50),
sim,histgradboost,80,0.5,1,1,RO,0.780302485597999,0.7985569985569986,0.01886213470849702,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
sim,histgradboost,80,0.5,1,1,ExpandGAN,0.773856990962254,0.7566089466089466,0.05290462223156311,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,80,0.5,1,1,ExpandGAN,0.7645180232000767,0.7440404040404041,0.0603888667030332,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
sim,histgradboost,80,0.5,1,1,ExpandGAN,0.748315953611467,0.7301154401154402,0.0662795196584348,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",1.0
sim,svm,80,0.5,1,1,ExpandGAN,0.49997930120880946,0.35161616161616166,0.00020595037197934418,"SVC(C=5, gamma=0.1)",0.25
sim,svm,80,0.5,1,1,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.5,1,1,SMOTE,0.8616011640709657,0.8767821067821068,0.0004788068894259927,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,1,1,RO,0.8616897694227289,0.8768975468975468,0.0004156290680482674,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.5,1,1,ExpandGAN,0.500015433309221,0.3516883116883117,0.00033767586957500614,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.5,1,1,ExpandGAN,0.49997930120880946,0.34855699855699857,0.00020595037197934418,"SVC(C=5, gamma=0.1)",0.75
sim,svm,80,0.5,1,1,ExpandGAN,0.6601245776720324,0.6524386724386724,0.026442043197816092,"SVC(C=1, gamma=0.1, kernel='linear')",1.0
sim,histgradboost,120,0.5,0,0,ExpandGAN,0.7657049354633478,0.7392929292929292,0.04446229721249092,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
sim,histgradboost,120,0.5,0,0,GAN,0.7928895294620057,0.7557287157287157,0.02324874521503286,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,120,0.5,0,0,SMOTE,0.7570348654796455,0.7704617604617605,0.019596185556670143,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,0,0,RO,0.752582628121886,0.7657142857142857,0.01856989276922409,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,0,0,ExpandGAN,0.7651547833817031,0.7435786435786436,0.04417227035549658,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,120,0.5,0,0,ExpandGAN,0.8039415945477205,0.7915295815295815,0.04568552875206521,HistGradientBoostingClassifier(min_samples_leaf=25),0.75
sim,histgradboost,120,0.5,0,0,ExpandGAN,0.7641392716349575,0.7515584415584416,0.04603357689613952,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
sim,svm,120,0.5,0,0,ExpandGAN,0.5002162478974386,0.35502164502164507,0.0019352075154937282,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.5,0,0,GAN,0.7611844284083282,0.7568109668109668,0.02116517508615949,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,0,0,SMOTE,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,0,0,RO,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,0,0,ExpandGAN,0.500055378344852,0.3547619047619048,0.0003182810141294664,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.5,0,0,ExpandGAN,0.5008248649857796,0.3557142857142857,0.003709315331348411,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.5,0,0,ExpandGAN,0.500508391362576,0.3612698412698413,0.0035412671042715604,"SVC(C=1, gamma=0.1)",1.0
sim,histgradboost,120,0.5,1,0,ExpandGAN,0.8113771813620821,0.7950360750360751,0.037692676524775294,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.25
sim,histgradboost,120,0.5,1,0,GAN,0.816740710237259,0.7898124098124099,0.026353972953563416,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
sim,histgradboost,120,0.5,1,0,SMOTE,0.7570348654796455,0.7704617604617605,0.019596185556670143,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,1,0,RO,0.752582628121886,0.7657142857142857,0.01856989276922409,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,1,0,ExpandGAN,0.762710691906119,0.7423376623376623,0.04531295395618902,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,120,0.5,1,0,ExpandGAN,0.7720828866752076,0.7549494949494949,0.04725613273530964,HistGradientBoostingClassifier(min_samples_leaf=10),0.75
sim,histgradboost,120,0.5,1,0,ExpandGAN,0.7646175226524665,0.7538239538239538,0.03813647852521724,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=1)",1.0
sim,svm,120,0.5,1,0,ExpandGAN,0.5008159681369344,0.35304473304473305,0.00800821263511653,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.5,1,0,GAN,0.7616530563036171,0.7575468975468976,0.02081760969121176,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,0,SMOTE,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,0,RO,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,0,ExpandGAN,0.5000110756689704,0.3516450216450217,0.00011020151483105708,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.5,1,0,ExpandGAN,0.5001463440850844,0.35174603174603175,0.0011379137330105133,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.5,1,0,ExpandGAN,0.5001261899989251,0.3548917748917749,0.0005844090439366443,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,120,0.5,1,1,ExpandGAN,0.7971729082600524,0.7750505050505051,0.04520148094663954,HistGradientBoostingClassifier(min_samples_leaf=25),0.25
sim,histgradboost,120,0.5,1,1,GAN,0.816740710237259,0.7898124098124099,0.026353972953563416,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",
sim,histgradboost,120,0.5,1,1,SMOTE,0.7570348654796455,0.7704617604617605,0.019596185556670143,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,1,1,RO,0.752582628121886,0.7657142857142857,0.01856989276922409,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=75)",
sim,histgradboost,120,0.5,1,1,ExpandGAN,0.7631613445353739,0.742034632034632,0.04523320753913131,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,120,0.5,1,1,ExpandGAN,0.8363669772211618,0.8286724386724387,0.03659219255477971,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
sim,histgradboost,120,0.5,1,1,ExpandGAN,0.8280660356803583,0.8224963924963925,0.03804910130180567,HistGradientBoostingClassifier(min_samples_leaf=75),1.0
sim,svm,120,0.5,1,1,ExpandGAN,0.5001862891207154,0.3548196248196248,0.0017457087875264628,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.5,1,1,GAN,0.7616530563036171,0.7575468975468976,0.02081760969121176,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,1,SMOTE,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,1,RO,0.8386180615473109,0.8542857142857143,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.5,1,1,ExpandGAN,0.500023603884691,0.3516738816738817,0.000234855687344873,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.5,1,1,ExpandGAN,0.5001078515962036,0.35174603174603175,0.00048296230290150355,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.5,1,1,ExpandGAN,0.5006293158795316,0.3615151515151515,0.002678563901569914,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,40,0.6,0,0,ExpandGAN,0.6668367962047858,0.6564069264069264,0.05095351285563042,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.25
sim,histgradboost,40,0.6,0,0,GAN,0.7572770776502442,0.740937950937951,0.05174300456336214,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,0,0,SMOTE,0.7551756056393676,0.7925252525252524,0.0017281710224599132,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,0,0,RO,0.8069204047957284,0.8289610389610389,0.01008599879747771,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,40,0.6,0,0,ExpandGAN,0.6748610275896729,0.6571572871572872,0.058878559123857886,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.5
sim,histgradboost,40,0.6,0,0,ExpandGAN,0.7175566420605247,0.7095238095238096,0.06769569353533027,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.75
sim,histgradboost,40,0.6,0,0,ExpandGAN,0.7605111729896027,0.7566233766233766,0.05427562679980755,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
sim,svm,40,0.6,0,0,ExpandGAN,0.5000221513379408,0.3577777777777778,0.0001550512927305151,"SVC(C=5, gamma=0.1)",0.25
sim,svm,40,0.6,0,0,GAN,0.5000110756689704,0.3485858585858586,0.00011020151483105708,"SVC(C=1, gamma=0.1)",
sim,svm,40,0.6,0,0,SMOTE,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,0,0,RO,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,0,0,ExpandGAN,0.5000775296827928,0.3578499278499279,0.0005702383769150661,"SVC(C=5, gamma=0.1)",0.5
sim,svm,40,0.6,0,0,ExpandGAN,0.5001868338257467,0.36409812409812414,0.0005820904481894669,"SVC(C=5, gamma=0.1)",0.75
sim,svm,40,0.6,0,0,ExpandGAN,0.5013121944204775,0.36858585858585863,0.0038743913186789405,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,40,0.6,1,0,ExpandGAN,0.6677244838375124,0.6578643578643579,0.05503802757782815,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.25
sim,histgradboost,40,0.6,1,0,GAN,0.7544587738181354,0.7376046176046177,0.04847274448137914,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,1,0,SMOTE,0.7551756056393676,0.7925252525252524,0.0017281710224599132,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,1,0,RO,0.8069204047957284,0.8289610389610389,0.01008599879747771,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,40,0.6,1,0,ExpandGAN,0.6760866139101687,0.6611111111111111,0.059206712180053064,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.5
sim,histgradboost,40,0.6,1,0,ExpandGAN,0.666195496814565,0.6527128427128427,0.07128511656993503,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=10)",0.75
sim,histgradboost,40,0.6,1,0,ExpandGAN,0.7108086545640471,0.7037662337662337,0.05920778335827848,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1.0
sim,svm,40,0.6,1,0,ExpandGAN,0.5,0.35774891774891776,0.0,"SVC(C=5, gamma=0.1)",0.25
sim,svm,40,0.6,1,0,GAN,0.5,0.3485714285714286,0.0,"SVC(C=1, gamma=0.1)",
sim,svm,40,0.6,1,0,SMOTE,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,1,0,RO,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,1,0,ExpandGAN,0.5000428501291314,0.3577922077922078,0.00026219840524659274,"SVC(C=5, gamma=0.1)",0.5
sim,svm,40,0.6,1,0,ExpandGAN,0.5003130238246718,0.3581818181818182,0.001706870092218881,"SVC(C=5, gamma=0.1)",0.75
sim,svm,40,0.6,1,0,ExpandGAN,0.5004468396940356,0.36132756132756133,0.0012491404732565188,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,40,0.6,1,1,ExpandGAN,0.6671672505904602,0.6570129870129869,0.053853843429448794,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.25
sim,histgradboost,40,0.6,1,1,GAN,0.7544587738181354,0.7376046176046177,0.04847274448137914,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,1,1,SMOTE,0.7551756056393676,0.7925252525252524,0.0017281710224599132,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,40,0.6,1,1,RO,0.8069204047957284,0.8289610389610389,0.01008599879747771,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,40,0.6,1,1,ExpandGAN,0.6741906772644478,0.6585281385281385,0.05957856630932718,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=25)",0.5
sim,histgradboost,40,0.6,1,1,ExpandGAN,0.7180403401283469,0.7097402597402598,0.0679999342805764,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",0.75
sim,histgradboost,40,0.6,1,1,ExpandGAN,0.6532293382487515,0.6428282828282829,0.060276923416171226,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=10)",1.0
sim,svm,40,0.6,1,1,ExpandGAN,0.5,0.35774891774891776,0.0,"SVC(C=5, gamma=0.1)",0.25
sim,svm,40,0.6,1,1,GAN,0.5,0.3485714285714286,0.0,"SVC(C=1, gamma=0.1)",
sim,svm,40,0.6,1,1,SMOTE,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,1,1,RO,0.8647361230946218,0.8771428571428571,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,40,0.6,1,1,ExpandGAN,0.5000428501291314,0.3577922077922078,0.00026219840524659274,"SVC(C=5, gamma=0.1)",0.5
sim,svm,40,0.6,1,1,ExpandGAN,0.5006251398076247,0.35870129870129874,0.003847709235940503,"SVC(C=5, gamma=0.1)",0.75
sim,svm,40,0.6,1,1,ExpandGAN,0.5004511973342862,0.3613708513708514,0.001055047135865576,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,80,0.6,0,0,ExpandGAN,0.794754236352597,0.7775036075036075,0.04264370976028187,HistGradientBoostingClassifier(min_samples_leaf=25),0.25
sim,histgradboost,80,0.6,0,0,GAN,0.7844015725271118,0.752092352092352,0.030820595165820044,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,80,0.6,0,0,SMOTE,0.7866791658314523,0.7984271284271285,0.018212233881007314,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
sim,histgradboost,80,0.6,0,0,RO,0.7766800155713011,0.7903896103896103,0.011927334930934282,HistGradientBoostingClassifier(min_samples_leaf=50),
sim,histgradboost,80,0.6,0,0,ExpandGAN,0.7621723417668198,0.7462626262626262,0.051205399773673645,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,80,0.6,0,0,ExpandGAN,0.7986989901894993,0.7893506493506494,0.0420896693464189,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
sim,histgradboost,80,0.6,0,0,ExpandGAN,0.6728508844557162,0.6405339105339105,0.08089883175212526,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
sim,svm,80,0.6,0,0,ExpandGAN,0.5000332270069112,0.3486147186147186,0.00018891688256752643,"SVC(C=1, gamma=0.1)",0.25
sim,svm,80,0.6,0,0,GAN,0.5,0.3516305916305916,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.6,0,0,SMOTE,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,0,0,RO,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,0,0,ExpandGAN,0.500369854716274,0.36438672438672437,0.0017890658199036086,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.6,0,0,ExpandGAN,0.5002413043288798,0.352020202020202,0.0008627328665942326,"SVC(C=1, gamma=0.1)",0.75
sim,svm,80,0.6,0,0,ExpandGAN,0.5001873785307781,0.3703174603174603,0.0008880243708168172,"SVC(C=1, gamma=0.1)",1.0
sim,histgradboost,80,0.6,1,0,ExpandGAN,0.7673648332621585,0.742972582972583,0.048375348536830905,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
sim,histgradboost,80,0.6,1,0,GAN,0.7635184894675835,0.7246464646464646,0.022937148669553466,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,80,0.6,1,0,SMOTE,0.7866791658314523,0.7984271284271285,0.018212233881007314,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
sim,histgradboost,80,0.6,1,0,RO,0.7766800155713011,0.7903896103896103,0.011927334930934282,HistGradientBoostingClassifier(min_samples_leaf=50),
sim,histgradboost,80,0.6,1,0,ExpandGAN,0.7632908027644869,0.7474314574314574,0.0497593961472127,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
sim,histgradboost,80,0.6,1,0,ExpandGAN,0.8013832965839006,0.7930735930735932,0.03992944967827477,HistGradientBoostingClassifier(min_samples_leaf=75),0.75
sim,histgradboost,80,0.6,1,0,ExpandGAN,0.6761383608881453,0.6462337662337663,0.07904875473330183,"HistGradientBoostingClassifier(learning_rate=0.001, min_samples_leaf=50)",1.0
sim,svm,80,0.6,1,0,ExpandGAN,0.5,0.3485714285714286,0.0,"SVC(C=1, gamma=0.1)",0.25
sim,svm,80,0.6,1,0,GAN,0.5,0.3516305916305916,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.6,1,0,SMOTE,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,1,0,RO,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,1,0,ExpandGAN,0.5001763028618076,0.35806637806637803,0.0007762848403149337,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.6,1,0,ExpandGAN,0.5000043576402506,0.35473304473304473,0.00033230280629465336,"SVC(C=1, gamma=0.1)",0.75
sim,svm,80,0.6,1,0,ExpandGAN,0.5001151143299547,0.36711399711399717,0.000341123575526135,"SVC(C=1, gamma=0.1)",1.0
sim,histgradboost,80,0.6,1,1,ExpandGAN,0.7680215659616004,0.7436652236652237,0.04733394801735214,HistGradientBoostingClassifier(min_samples_leaf=10),0.25
sim,histgradboost,80,0.6,1,1,GAN,0.7635184894675835,0.7246464646464646,0.022937148669553466,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,80,0.6,1,1,SMOTE,0.7866791658314523,0.7984271284271285,0.018212233881007314,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=50)",
sim,histgradboost,80,0.6,1,1,RO,0.7766800155713011,0.7903896103896103,0.011927334930934282,HistGradientBoostingClassifier(min_samples_leaf=50),
sim,histgradboost,80,0.6,1,1,ExpandGAN,0.7873157444447348,0.7793217893217893,0.040153208782242336,"HistGradientBoostingClassifier(learning_rate=1, min_samples_leaf=25)",0.5
sim,histgradboost,80,0.6,1,1,ExpandGAN,0.7248408008761762,0.7063636363636363,0.057180608310080636,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
sim,histgradboost,80,0.6,1,1,ExpandGAN,0.7609057210006305,0.7505050505050505,0.04802673411050236,HistGradientBoostingClassifier(min_samples_leaf=10),1.0
sim,svm,80,0.6,1,1,ExpandGAN,0.5,0.3485714285714286,0.0,"SVC(C=1, gamma=0.1)",0.25
sim,svm,80,0.6,1,1,GAN,0.5,0.3516305916305916,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,80,0.6,1,1,SMOTE,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,1,1,RO,0.8441005176876616,0.8614285714285715,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,80,0.6,1,1,ExpandGAN,0.500210982415469,0.3581240981240982,0.0009418596445506906,"SVC(C=5, gamma=0.1)",0.5
sim,svm,80,0.6,1,1,ExpandGAN,0.5000265089781915,0.35170274170274174,0.0003360838511248749,"SVC(C=1, gamma=0.1)",0.75
sim,svm,80,0.6,1,1,ExpandGAN,0.500171945221557,0.3641414141414142,0.000664073581012937,"SVC(C=1, gamma=0.1)",1.0
sim,histgradboost,120,0.6,0,0,ExpandGAN,0.7152982950006247,0.6876623376623376,0.05253665263734624,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.25
sim,histgradboost,120,0.6,0,0,GAN,0.7502609137100077,0.7058441558441559,0.023253711633290708,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,0,0,SMOTE,0.7058284164625838,0.710981240981241,0.01019789642702566,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,120,0.6,0,0,RO,0.748554715983534,0.766998556998557,0.033409654260920574,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,0,0,ExpandGAN,0.7176160149089398,0.6922366522366523,0.05885201574131107,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.5
sim,histgradboost,120,0.6,0,0,ExpandGAN,0.7230937502723525,0.7025829725829726,0.060017291704773525,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.75
sim,histgradboost,120,0.6,0,0,ExpandGAN,0.7076145042603196,0.6896248196248197,0.05408127221567919,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=10)",1.0
sim,svm,120,0.6,0,0,ExpandGAN,0.5000221513379408,0.34860028860028863,0.00022040302966210303,"SVC(C=5, gamma=0.1)",0.25
sim,svm,120,0.6,0,0,GAN,0.5,0.3485714285714286,0.0,"SVC(C=5, gamma=0.1)",
sim,svm,120,0.6,0,0,SMOTE,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,0,0,RO,0.8640710382513661,0.88,0.0,"SVC(C=1, gamma=0.1, kernel='linear')",
sim,svm,120,0.6,0,0,ExpandGAN,0.5002874226881993,0.3519047619047619,0.0016714640283482455,"SVC(C=5, gamma=0.1)",0.5
sim,svm,120,0.6,0,0,ExpandGAN,0.5005220089883593,0.3553823953823954,0.0005766449654068925,"SVC(C=5, gamma=0.1)",0.75
sim,svm,120,0.6,0,0,ExpandGAN,0.5010064333295567,0.3621067821067821,0.0011595788106816367,"SVC(C=5, gamma=0.1)",1.0
sim,histgradboost,120,0.6,1,0,ExpandGAN,0.7162304668775765,0.6887012987012987,0.05179783108811474,"HistGradientBoostingClassifier(learning_rate=0.01, min_samples_leaf=25)",0.25
sim,histgradboost,120,0.6,1,0,GAN,0.7486549417092989,0.7037518037518038,0.023132460529030195,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,1,0,SMOTE,0.7058284164625838,0.710981240981241,0.01019789642702566,HistGradientBoostingClassifier(min_samples_leaf=25),
sim,histgradboost,120,0.6,1,0,RO,0.748554715983534,0.766998556998557,0.033409654260920574,HistGradientBoostingClassifier(min_samples_leaf=10),
sim,histgradboost,120,0.6,1,0,ExpandGAN,0.7685945956545612,0.7512698412698412,0.052023499008202516,HistGradientBoostingClassifier(min_samples_leaf=10),0.5
