,epoch,n_pre_layers,loss_critic,pred_fake,pred_real,loss_gen,norm_gen
0,20.0,3.0,10.434751510620117,0.17745418846607208,-0.3654731810092926,-2.7244389057159424,18.20858383178711
0,40.0,3.0,11.534619331359863,-0.010215498507022858,0.029938166961073875,-2.931126356124878,18.558185577392578
0,60.0,3.0,11.251937866210938,0.038184769451618195,-0.3222341537475586,-2.8338685035705566,17.67327117919922
0,80.0,3.0,10.629252433776855,0.5998839139938354,0.16916139423847198,-2.326059341430664,18.651813507080078
0,100.0,3.0,11.559504508972168,-0.30798429250717163,-0.0700373649597168,-3.173515796661377,17.558382034301758
0,120.0,3.0,11.408731460571289,0.28020209074020386,0.028332900255918503,-2.6697709560394287,19.105438232421875
0,140.0,3.0,11.20644760131836,0.19806505739688873,0.1044938713312149,-2.6966469287872314,18.078292846679688
0,160.0,3.0,11.363179206848145,-0.3121609091758728,-0.19337625801563263,-3.212092876434326,18.17290687561035
0,180.0,3.0,11.84814739227295,-0.4013102650642395,-0.03755072504281998,-3.2912161350250244,17.991619110107422
0,200.0,3.0,11.91634750366211,-0.32534536719322205,0.0017077565426006913,-3.1541051864624023,16.92445945739746
0,220.0,3.0,11.0702486038208,0.20309153199195862,-0.22940492630004883,-2.6499807834625244,17.34097671508789
0,240.0,3.0,10.54967975616455,0.5155922770500183,-0.3634646534919739,-2.298658609390259,16.680675506591797
0,260.0,3.0,11.161638259887695,0.19146429002285004,-0.2642374038696289,-2.7090423107147217,18.183353424072266
0,280.0,3.0,11.799088478088379,-0.8200613260269165,-0.01717524603009224,-3.731292724609375,18.379413604736328
0,300.0,3.0,10.677083015441895,0.3893342614173889,-0.4426865577697754,-2.518066167831421,18.309139251708984
0,320.0,3.0,11.741800308227539,-0.32777613401412964,0.1232774630188942,-3.256934881210327,18.711883544921875
0,340.0,3.0,10.552109718322754,0.4328325390815735,-0.1528235375881195,-2.4685263633728027,18.198856353759766
0,360.0,3.0,11.472158432006836,0.3257788121700287,0.3433723449707031,-2.6618852615356445,19.839284896850586
0,380.0,3.0,12.60379695892334,-0.4224305748939514,0.8452361226081848,-3.2856619358062744,17.518043518066406
0,400.0,3.0,11.68776798248291,-0.25418320298194885,-0.10556566715240479,-3.140446662902832,17.92620086669922
0,420.0,3.0,11.382018089294434,0.5290960073471069,0.5956511497497559,-2.3815555572509766,18.36876678466797
0,440.0,3.0,10.414604187011719,-0.22482752799987793,-0.615270733833313,-3.1364645957946777,18.38687515258789
0,460.0,3.0,10.754042625427246,0.0019861459732055664,0.006189298816025257,-2.8302807807922363,16.983919143676758
0,480.0,3.0,11.573055267333984,0.24953420460224152,0.10882167518138885,-2.639535903930664,17.976585388183594
0,500.0,3.0,10.654497146606445,0.1564483791589737,-0.03732937574386597,-2.7115633487701416,17.601985931396484
0,520.0,3.0,11.775080680847168,-0.11756908893585205,0.7866659164428711,-3.009941577911377,18.036052703857422
0,540.0,3.0,10.098063468933105,0.6992388963699341,-0.23404328525066376,-2.2374229431152344,18.85280990600586
0,560.0,3.0,12.043190002441406,-0.037728019058704376,0.43612122535705566,-2.909996271133423,17.67706871032715
0,580.0,3.0,11.428997039794922,-0.3581101894378662,-0.42487210035324097,-3.2394216060638428,17.8376522064209
0,600.0,3.0,10.388648986816406,0.3260292112827301,-0.2559581995010376,-2.5662834644317627,18.03497314453125
0,620.0,3.0,10.858382225036621,0.12237224727869034,-0.14367730915546417,-2.7342703342437744,17.402996063232422
0,640.0,3.0,11.023785591125488,0.5792933702468872,0.3833082616329193,-2.2799792289733887,17.448833465576172
0,660.0,3.0,10.574912071228027,0.16459247469902039,-0.4117704927921295,-2.7119061946868896,17.752010345458984
0,680.0,3.0,11.212360382080078,-0.41568952798843384,-0.28738197684288025,-3.2693419456481934,17.351041793823242
0,700.0,3.0,10.745012283325195,0.04232677072286606,-0.5071110725402832,-2.8455042839050293,17.95432472229004
0,720.0,3.0,11.865439414978027,-0.4039090573787689,-0.0037903666961938143,-3.3378515243530273,18.801612854003906
0,740.0,3.0,10.525232315063477,0.20137231051921844,-0.15373286604881287,-2.75520396232605,19.23201560974121
0,760.0,3.0,10.703880310058594,0.46658334136009216,-0.10302472114562988,-2.418884754180908,17.91194725036621
0,780.0,3.0,11.641700744628906,-0.0688217505812645,0.10478232055902481,-2.9909722805023193,18.581205368041992
0,800.0,3.0,11.924668312072754,0.007887279614806175,0.5188688039779663,-2.868166923522949,17.74411964416504
0,820.0,3.0,11.984803199768066,-0.49426594376564026,0.058069415390491486,-3.396066427230835,18.20689582824707
0,840.0,3.0,12.01859188079834,-0.5382174849510193,0.08299686759710312,-3.3488645553588867,16.62066650390625
0,860.0,3.0,10.5997314453125,0.14878156781196594,-0.138871431350708,-2.7337124347686768,17.858755111694336
0,880.0,3.0,10.198700904846191,0.29687124490737915,-0.8227460980415344,-2.530625581741333,16.903095245361328
0,900.0,3.0,11.722830772399902,0.19070760905742645,0.45069798827171326,-2.7045538425445557,18.088232040405273
0,920.0,3.0,12.161309242248535,-0.2620975375175476,0.3866121172904968,-3.160980701446533,18.153858184814453
0,940.0,3.0,11.122461318969727,0.45883709192276,0.137716144323349,-2.4985928535461426,19.248437881469727
0,960.0,3.0,12.111474990844727,-0.012460124678909779,0.42467981576919556,-2.9114112854003906,18.15509033203125
0,980.0,3.0,11.684770584106445,-0.33486974239349365,0.34322795271873474,-3.2134084701538086,17.788259506225586
0,1000.0,3.0,11.592594146728516,-0.044110726565122604,-0.04327692091464996,-2.98978328704834,19.023452758789062
0,1020.0,3.0,11.387516975402832,0.1541425883769989,0.025905275717377663,-2.769024610519409,18.600107192993164
0,1040.0,3.0,11.777010917663574,-0.29852572083473206,0.28348711133003235,-3.21274995803833,18.434505462646484
0,1060.0,3.0,10.298681259155273,0.11038389056921005,-0.557468056678772,-2.888070821762085,20.054527282714844
0,1080.0,3.0,10.542428970336914,1.1637548208236694,0.344806969165802,-1.7526153326034546,18.47410774230957
0,1100.0,3.0,10.979263305664062,0.12702493369579315,-0.2339494675397873,-2.76111102104187,17.95979881286621
0,1120.0,3.0,10.76911449432373,0.3094509541988373,-0.09398095309734344,-2.570899724960327,17.820520401000977
0,1140.0,3.0,11.716668128967285,-0.4981915354728699,0.1890747845172882,-3.415057897567749,18.483274459838867
0,1160.0,3.0,10.669511795043945,-0.004772067070007324,-0.3975573182106018,-2.926927089691162,18.581289291381836
0,1180.0,3.0,11.562514305114746,-0.2338448017835617,-0.17617709934711456,-3.1185033321380615,17.897457122802734
0,1200.0,3.0,11.20091438293457,0.11757049709558487,0.0938640683889389,-2.7049407958984375,16.819032669067383
0,1220.0,3.0,10.376313209533691,0.41627606749534607,-0.1605777144432068,-2.3876659870147705,16.509599685668945
0,1240.0,3.0,10.676589965820312,0.3773247301578522,-0.1651509702205658,-2.4328534603118896,16.612878799438477
0,1260.0,3.0,11.32802677154541,0.2629154622554779,0.4268348813056946,-2.6674840450286865,18.735111236572266
0,1280.0,3.0,11.397181510925293,-0.25604110956192017,-0.07186101377010345,-3.1999928951263428,18.990745544433594
0,1300.0,3.0,11.231317520141602,-0.25239723920822144,-0.3569961190223694,-3.2113471031188965,19.27771759033203
0,1320.0,3.0,11.78399658203125,-0.2994689345359802,0.21014197170734406,-3.2161099910736084,18.479110717773438
0,1340.0,3.0,11.031715393066406,0.38726526498794556,0.19279292225837708,-2.467921733856201,17.377683639526367
0,1360.0,3.0,11.747576713562012,-0.07943760603666306,0.04800405353307724,-3.041006565093994,19.32827377319336
0,1380.0,3.0,12.167499542236328,-0.23519232869148254,0.5923824310302734,-3.1250059604644775,17.989957809448242
0,1400.0,3.0,11.557358741760254,-0.5787751078605652,-0.41772666573524475,-3.5077829360961914,18.70905876159668
0,1420.0,3.0,12.153146743774414,-0.8497606515884399,-0.2750793993473053,-3.854030132293701,20.171472549438477
0,1440.0,3.0,11.667470932006836,0.15476982295513153,0.6025227308273315,-2.748429536819458,18.23238754272461
0,1460.0,3.0,11.298824310302734,-0.1304885596036911,-0.05658440664410591,-3.0706465244293213,18.918834686279297
0,1480.0,3.0,11.050312042236328,0.21483466029167175,0.2695836126804352,-2.5672054290771484,16.15193748474121
0,1500.0,3.0,10.879810333251953,-0.03032398782670498,-0.5957686305046082,-2.7819294929504395,15.667766571044922
0,1520.0,3.0,11.552495002746582,-0.2864503264427185,-0.213715597987175,-3.1754956245422363,17.976137161254883
0,1540.0,3.0,11.497576713562012,0.09273432940244675,0.11630775779485703,-2.76967716217041,17.503684997558594
0,1560.0,3.0,11.536796569824219,-0.09503869712352753,0.23368319869041443,-2.9412670135498047,17.222702026367188
0,1580.0,3.0,10.698883056640625,0.7057660818099976,0.09582348167896271,-2.1954169273376465,18.195659637451172
0,1600.0,3.0,11.977853775024414,-0.3355105221271515,0.3614983558654785,-3.1976349353790283,17.4986629486084
0,1620.0,3.0,11.082647323608398,-0.10868463665246964,-0.32865339517593384,-3.0026936531066895,18.065593719482422
0,1640.0,3.0,11.35425090789795,-0.3349146842956543,-0.40284767746925354,-3.1385726928710938,16.504913330078125
0,1660.0,3.0,10.258652687072754,0.5365511775016785,-0.8099585771560669,-2.322641372680664,17.44743537902832
0,1680.0,3.0,10.954216003417969,-0.3566474914550781,-0.2454669177532196,-3.215681552886963,17.44466781616211
0,1700.0,3.0,11.430000305175781,0.23845680058002472,0.3069552779197693,-2.679762363433838,18.508298873901367
0,1720.0,3.0,11.84035587310791,-0.466094970703125,0.04401177167892456,-3.3874316215515137,18.56608772277832
0,1740.0,3.0,12.301799774169922,-0.2595641016960144,0.1666431427001953,-3.159351110458374,18.170272827148438
0,1760.0,3.0,10.582972526550293,-0.08001425117254257,-0.9512777328491211,-3.031503677368164,19.13443374633789
0,1780.0,3.0,11.395685195922852,0.4634973108768463,0.25426745414733887,-2.3982248306274414,17.49162483215332
0,1800.0,3.0,11.235796928405762,0.011174172163009644,0.06498132646083832,-2.9310543537139893,18.958049774169922
0,1820.0,3.0,10.824753761291504,0.1535443514585495,-0.37226951122283936,-2.8143086433410645,19.450115203857422
0,1840.0,3.0,11.459534645080566,0.23617467284202576,0.4296223223209381,-2.6492931842803955,17.911945343017578
0,1860.0,3.0,10.776939392089844,0.1635478436946869,-0.2091781347990036,-2.7620694637298584,18.64573097229004
0,1880.0,3.0,10.442408561706543,0.30490341782569885,-0.8014547228813171,-2.6127636432647705,18.498083114624023
0,1900.0,3.0,11.47457218170166,0.042075298726558685,0.08801807463169098,-2.8385345935821533,17.82514190673828
0,1920.0,3.0,11.616633415222168,0.08852917701005936,0.33262306451797485,-2.8157520294189453,18.252119064331055
0,1940.0,3.0,10.754913330078125,0.5341842770576477,-0.29028671979904175,-2.35947585105896,18.05928611755371
0,1960.0,3.0,12.130119323730469,-0.5850903987884521,0.3581101894378662,-3.488610029220581,18.238224029541016
0,1980.0,3.0,11.463561058044434,-0.24542579054832458,0.24757066369056702,-3.179269790649414,18.799758911132812
0,2000.0,3.0,11.906664848327637,0.15944340825080872,0.5642003417015076,-2.7708921432495117,18.73391342163086
0,2020.0,3.0,11.826166152954102,-0.1829836666584015,0.3097302317619324,-3.103343963623047,18.5479679107666
0,2040.0,3.0,11.416605949401855,-0.12347175180912018,0.08392271399497986,-3.0023674964904785,17.794612884521484
0,2060.0,3.0,12.064783096313477,-0.43671903014183044,0.1824614554643631,-3.267332077026367,16.955852508544922
0,2080.0,3.0,11.752099990844727,0.13214978575706482,0.37806186079978943,-2.813610076904297,19.02511215209961
0,2100.0,3.0,11.816974639892578,0.0030331984162330627,0.4509480595588684,-2.9533727169036865,19.22873878479004
0,2120.0,3.0,10.462523460388184,0.40962427854537964,-0.25218796730041504,-2.4187519550323486,16.91796875
0,2140.0,3.0,11.384811401367188,-0.16173043847084045,0.09191536903381348,-3.0640408992767334,18.216182708740234
0,2160.0,3.0,10.986654281616211,-0.028346430510282516,-0.04222463071346283,-2.8950090408325195,17.578250885009766
0,2180.0,3.0,11.329302787780762,-0.08574233204126358,-0.04785402864217758,-3.017580270767212,18.7620849609375
0,2200.0,3.0,10.624443054199219,0.38226911425590515,-0.34187063574790955,-2.530089855194092,18.40015411376953
0,2220.0,3.0,11.35562515258789,0.03508126735687256,-0.23976585268974304,-2.859593391418457,18.077617645263672
0,2240.0,3.0,10.843326568603516,0.6663016676902771,0.17096276581287384,-2.1790850162506104,17.208213806152344
0,2260.0,3.0,11.50974178314209,-0.3508693277835846,0.12071969360113144,-3.167879104614258,16.72675895690918
0,2280.0,3.0,12.088210105895996,-0.1909511834383011,0.2207227498292923,-3.038456916809082,17.24471664428711
0,2300.0,3.0,10.884748458862305,-0.03291836380958557,-0.29875439405441284,-2.9371185302734375,18.25063705444336
0,2320.0,3.0,10.90096664428711,0.6484802961349487,-0.19940093159675598,-2.245990753173828,18.073942184448242
0,2340.0,3.0,12.03240966796875,-0.3521333336830139,0.4283551275730133,-3.2074291706085205,17.37957763671875
0,2360.0,3.0,11.168094635009766,0.34796342253685,0.019741272553801537,-2.5076303482055664,17.384754180908203
0,2380.0,3.0,12.096234321594238,-0.635174572467804,0.08515701442956924,-3.5298092365264893,18.0768985748291
0,2400.0,3.0,11.22730827331543,-0.027107059955596924,-0.06743867695331573,-2.8268771171569824,16.440866470336914
0,2420.0,3.0,11.235808372497559,-0.08535052835941315,-0.2694508135318756,-3.0204696655273438,18.823745727539062
0,2440.0,3.0,11.097421646118164,0.18449144065380096,-0.05882620811462402,-2.7774438858032227,19.335355758666992
