acta2,ap3b1,atp6v1f,c8orf33,cap2,chst4,creb3l2,ctnna1,dap3,dctn2,fam20b,gmfb,gnpat,hgs,hsph1,kpnb1,lage3,lsm2,nol7,parp1,parp12,plod3,plvap,polr2g,psmd4,ptcd1,ptprf,sae1,slc41a3,tfrc,thy1,vwf,znf207
9.66997667,8.614553703,9.933096397,7.62510865,7.195601471,8.895909123,8.486924305,9.730858915,9.094604507,8.957647018,8.355363669,8.518091107,8.203321913,7.648273023,8.124614969,9.155912982,8.518533907,8.414505124,9.142193558,9.087990602,7.503160059,8.617277754,7.184566697,9.573410964,6.690938101,7.647520693,9.253662139,9.4187442,7.886757721,6.78416877,6.440791619,8.420297838,8.071475973
10.95090058,8.917944049,10.11004137,7.639236752,7.555061451,9.190221865,8.379019525,10.33506836,9.188762243,9.227448643,8.221833284,8.326551219,8.057408483,8.45778832,8.172362168,8.629465833,8.143530748,9.390317508,8.800379321,9.459786594,8.446428416,8.948738654,6.736866852,9.592690329,7.005843445,7.618720442,7.94032242,9.698094626,7.684999956,8.441775195,7.288801154,9.786025441,8.621927842
9.542256165,8.554327542,9.46625312,7.376292207,7.109870474,7.722307628,8.08995551,9.634565281,8.927140339,8.651686898,8.0559615,8.270760374,7.74817,8.041229524,7.791145356,8.725252127,8.230186462,8.593981976,9.476251847,8.722482714,7.527247292,8.49621575,6.380193328,9.221990018,6.61291299,7.608499999,9.00187075,9.036633628,7.576349882,11.67870562,6.14106482,8.146798718,7.979733014
9.308500174,8.686995959,9.414436712,7.512691173,7.320102453,7.591411821,8.70421619,9.967553963,8.909311011,8.750918107,8.461223916,8.31136169,7.524000022,8.721925675,7.73131605,9.232112798,7.963404315,8.644051525,8.895909123,9.049301363,8.612956452,8.943310289,6.824601588,8.878000508,6.469052112,8.115840071,9.685580294,9.209151639,7.838991293,9.581950052,6.178069458,8.135442824,8.124614969
9.460670815,8.472663557,9.549718294,7.311104351,6.894312825,6.889265773,8.297899857,9.554257457,9.080420715,8.681791628,8.013942663,7.584138029,7.830576217,8.291951247,8.531502593,8.54000829,8.286140887,8.78156071,8.813434237,8.921193007,7.361292835,8.228407832,6.68501827,9.377239464,6.439812494,7.67503811,8.237910861,9.167223803,7.509769047,8.420297838,5.651411288,7.588646766,7.887718774
9.525025629,7.928462131,9.608022309,7.651427661,7.124581456,7.626638362,7.772410713,9.826450811,7.857877964,8.668694949,8.095152267,8.672610387,7.073159144,9.212971214,6.76480761,9.714709775,7.425972039,9.543192216,8.806960358,9.085727787,8.384417233,8.799142914,6.948874058,9.580258706,6.910766214,8.312268528,9.4187442,9.137799202,8.034668863,8.500193353,6.187088814,8.729876543,8.051699261
8.790677451,8.217701291,9.209151639,7.61645224,7.349736584,8.051337913,8.195799167,9.468193441,8.612956452,8.732766998,7.974610486,8.592377872,7.75156023,8.107717342,8.318959534,9.016913366,8.334913554,9.237688857,9.271543761,8.859560838,7.324833468,8.550234473,6.451445105,9.406710851,6.68077842,7.619004376,9.802954774,9.529876716,8.187389494,7.417375282,6.01795103,8.277232338,7.677851357
10.48056022,9.047949739,9.277807983,7.705584693,7.420387688,8.770325712,8.358975954,10.19251284,8.97534743,8.940100385,8.417616712,8.284372407,8.123131683,8.376642478,8.03366248,9.268391361,8.01159157,8.602844386,9.315037275,8.98081379,7.889516771,8.932948986,7.270548519,9.089443158,6.668262508,7.647011551,9.921078459,9.563736596,7.684495514,8.555234965,7.115005388,9.909683199,8.286140887
10.0387308,8.0593018,8.912623008,7.335783162,7.031007488,7.545959762,7.88550315,9.808590368,8.303132938,8.358975954,7.794090102,8.740744871,7.595732485,8.121705516,8.200552181,8.534573331,7.871065298,9.293884208,9.415279185,8.917944049,6.886910713,7.995717505,6.463100838,9.007614131,6.712609044,7.74523264,9.518349616,9.042470978,7.413100039,8.86933782,6.018744901,8.289906515,7.782292058
9.045924036,8.529010808,9.821842172,7.471722119,7.110571033,8.355363669,8.168117539,10.38761006,8.406902021,8.805746367,8.3804124,8.124614969,7.817443341,8.878652795,7.650904715,8.461730532,7.566014267,9.274820409,8.828148202,8.921915205,7.903250616,8.500658567,6.805019754,9.33465456,6.626033331,8.101411107,8.529993567,9.391234831,7.82091643,7.916952571,6.289106152,9.74479241,7.812990818
9.526979893,7.996389358,9.401569712,7.667964018,6.995281719,9.95254515,7.944366088,10.51176518,7.768003218,8.416269312,8.057408483,9.067664919,6.90909756,9.355280583,7.673439565,9.571262375,6.370106262,8.917245901,8.428700644,9.351847975,9.508226929,9.381451063,6.386237639,9.0819355,6.259454871,8.562426887,9.557022752,9.353445592,7.620094078,8.957647018,6.474024058,8.963056809,8.593390482
9.991087805,8.641295502,9.477043604,7.763084073,7.399104285,7.761082912,8.407734089,10.0855394,8.448449643,8.79670466,8.350003827,8.747261033,7.801173082,8.726307745,8.419436284,8.785084083,8.141280839,8.953210903,9.86806422,8.999090948,7.449129007,8.875692383,6.89117151,9.311740966,6.674626773,8.482447442,9.703435337,9.341205429,8.034324761,7.648273023,6.114543475,8.225043796,7.975887765
9.524118712,8.432440715,9.213713176,7.712673481,6.917767208,7.779948682,7.816309945,10.21312911,8.934908335,8.563929394,8.415840647,8.199029928,7.727090909,8.566377725,7.584138029,8.434667881,8.080450645,8.978811196,9.324922419,8.994351878,7.85726357,9.032459602,6.671338351,9.272317975,6.376812763,7.951405494,9.654200165,9.379771301,7.646518153,7.544309625,5.89993728,8.27682996,7.825754794
8.821875621,8.733369195,9.671066791,7.580482654,7.059156785,7.523500494,8.423656971,9.793933153,8.88444922,8.862038934,7.992748379,8.249839107,7.914060423,8.183911203,8.246080083,8.522003602,8.379477556,9.130418664,9.433979045,8.921193007,7.588901323,8.819404024,6.882214403,9.41011535,6.768664601,7.708575012,9.46625312,9.42777664,7.845440333,8.695488704,5.98498804,8.18585269,8.120641362
10.37438394,8.257738573,9.179494886,7.439078473,7.510529743,8.188214941,8.54107375,9.788284408,8.48595618,8.677962283,8.118809828,8.578909067,7.743652638,8.641295502,7.912755452,8.988751649,8.204971577,9.092398069,9.813982874,8.929041825,6.915718961,8.263462362,6.711956443,9.277807983,6.528678537,7.888596353,10.12174617,9.540206207,8.093344792,8.766823682,6.39308778,8.808196398,7.58665103
9.775966237,8.747261033,9.610934038,7.626395715,7.257093106,7.741739232,8.188579421,10.16103037,9.061876592,8.787538215,8.214395738,8.363903586,7.755506787,8.455369087,7.956515831,8.520966228,8.482950817,8.979443691,8.809283536,8.962385196,7.664869542,8.860217506,6.926527961,9.534878913,6.400645481,7.777293537,8.922588544,9.72227719,7.745764135,6.99177408,6.782891778,8.387659537,8.040539728
9.267570152,8.389993988,9.377239464,7.757432403,7.42453253,7.834469249,7.80578404,9.289067866,8.636983194,8.838656399,8.048238057,8.60647286,7.924958296,8.141627407,8.743754956,8.948095798,8.434217364,9.051239185,9.541194409,8.639078518,7.290053758,8.48396513,6.58429354,9.28358211,6.41884499,7.935782363,9.680386895,9.46255486,7.967125647,8.50684918,6.061572315,7.912755452,8.081572646
9.632477934,8.812293659,9.205230121,7.611985553,7.518662567,8.541603247,8.161426318,10.47097941,8.513118571,9.044495399,8.110850579,9.267570152,8.016740456,8.314921741,7.985260792,9.097424266,7.458822729,9.414436712,9.182462586,9.165637005,7.825126501,8.909311011,6.954407724,9.276254062,6.656076035,7.961027704,9.486954796,9.536571163,8.003031937,8.293259062,6.052856148,8.739596887,8.420780072
10.23161659,8.776765606,9.648393019,7.665104898,7.537154518,8.242822041,8.14515166,10.21987141,8.221418758,8.960990521,8.572026687,8.672032905,7.700525887,9.061876592,7.732486392,9.254415823,7.722579718,8.913321685,9.32326433,8.941373432,7.80759292,8.98081379,6.35287173,9.176278401,6.298086472,8.200188636,9.795263589,9.547862026,8.199029928,8.292839522,6.62962389,9.310101056,7.996061518
9.709737484,8.658279258,9.520281845,7.442176644,7.224784142,8.526980905,8.172362168,9.90380659,8.75511415,8.60339704,7.89266303,8.171463413,7.784060491,8.034324761,8.237118539,8.30530775,8.560954665,8.841981227,9.285208028,8.984658623,7.766821888,8.538461024,6.595201867,9.106835719,6.694508982,7.434508143,9.205974311,9.50338545,7.808497052,8.962385196,6.573842735,8.577719519,7.904789597
9.522313379,8.53744802,9.210560062,7.835884669,7.173285392,7.820383002,7.983175514,9.824128765,8.527485167,8.63112632,8.030190465,8.592849834,7.816586549,8.121009783,8.049219977,8.665327255,8.274864199,9.349246435,9.188003881,8.902268396,7.70586859,8.465962232,6.592978438,9.327337874,6.573684737,7.496689981,9.318342224,9.46255486,7.692721515,8.181263546,6.294231019,8.261868666,7.777293537
9.294694005,8.391918955,9.5985113,7.459891685,7.839574481,7.937404355,7.768875954,9.671066791,8.367023328,8.921193007,7.798176428,9.217393743,8.060670845,8.036058373,8.413516533,8.903450816,8.225043796,9.390317508,9.594674314,9.0819355,8.087373974,8.422247902,6.69366272,9.254415823,6.755144383,7.538819668,9.437605087,9.835615504,7.738304259,8.778549621,6.887504829,8.519953035,8.357187343
8.874381538,8.552336036,9.373851711,7.495578762,7.21525324,7.773622976,8.164200312,9.857450142,8.916617161,8.677962283,8.045640063,8.45825791,7.823908657,8.036058373,8.176299504,8.493826209,8.377612913,8.966603771,8.895240602,8.886255368,7.743652638,8.480560716,6.739386919,9.106053076,6.327626122,7.693275004,9.540206207,9.533909452,7.569227378,8.921193007,5.975752425,7.641234107,7.829772074
9.914221181,7.862593935,9.189488596,7.290259993,7.239699727,8.13027689,7.479697947,9.555269231,8.617784979,8.478557086,7.847305111,9.244185848,8.033325836,7.571397879,8.205779308,8.387659537,7.993420772,9.654200165,9.513752758,8.459748209,7.074554088,7.826601728,6.871943553,8.951175763,6.848303693,7.436179609,8.271151706,9.341205429,7.68288138,9.520281845,5.899489008,8.660948889,8.131356931
9.798595054,8.335297889,9.490611909,7.368281355,7.05492096,8.818837318,7.935124051,9.324198289,8.669735285,8.761483475,7.781387834,8.451339987,7.927505323,7.780513561,7.816850308,9.14386948,8.389993988,8.974685891,9.190987922,8.711635356,7.201453927,8.064350156,6.60796741,9.291403568,6.490669365,7.195601471,8.950592731,9.308500174,7.540072018,7.583423985,6.848057957,8.6097294,7.733598033
9.339457078,8.298843521,8.920556053,7.476783219,7.069160817,7.811544652,8.180028371,9.125928236,8.878652795,8.53653765,8.210327905,8.266864359,8.021780995,7.633743347,8.291951247,8.939334699,8.429651898,8.694950664,9.56191412,8.597054965,7.324833468,8.057792637,6.837871249,9.118008266,6.465777604,7.071683739,9.536571163,9.097424266,7.311260941,8.087804084,6.098530436,7.6057104,7.871986262
10.1853909,8.901018009,9.701246018,7.70968937,6.977640607,7.408197461,8.454871277,10.14624438,8.914600991,8.818320519,8.600810797,7.904500172,7.582947881,8.83049891,7.962728728,8.842588606,8.085154839,8.898384695,8.921915205,9.042470978,7.641501639,9.014238287,6.877324215,9.429533922,6.522271056,7.982141624,9.608984923,9.347590156,8.06893563,6.771106548,6.110431023,9.64092858,7.917598422
10.6665395,8.61831666,9.613727875,7.738566477,7.657670833,8.022133958,7.545261945,10.00189065,8.802215871,8.751477302,8.058139762,9.378873813,7.802611597,8.088186518,7.993784751,8.929629125,8.071475973,8.885030182,8.934908335,9.878717528,8.138624544,8.736741755,6.920564018,8.954475424,6.739174492,7.829411828,8.653477048,9.536571163,7.47948512,10.35910114,6.551390687,8.154730046,8.292839522
9.978884912,8.195015347,9.131218773,7.461414406,7.234029341,7.570405037,7.765383476,9.606254013,8.476705301,8.707031095,8.169213003,8.496654231,7.492375538,8.153580992,7.603946266,8.492390548,8.271963626,9.398003411,9.341205429,8.672610387,7.504456385,7.970055486,6.572158255,9.269204663,6.683799722,7.698890619,9.574382836,9.349246435,7.703671433,11.54035726,6.035700637,7.991396246,7.832655878
8.76029026,8.377612913,9.167223803,7.852056086,6.983428252,8.461223916,8.514631452,9.708611141,8.812813489,8.518091107,8.07828695,8.242428661,7.014403952,8.485438843,7.734711235,8.985376997,8.223397385,9.073449199,8.875692383,9.051239185,7.80878267,8.755745087,6.761228774,8.999090948,6.379003254,8.022497221,10.03631426,9.586735996,7.368088042,8.487887615,6.049814812,7.733900553,7.918241523
9.42598064,8.561955988,9.951226901,7.89524752,7.17245338,9.493299352,8.020274605,10.2504204,7.964750775,8.871881509,8.190563058,8.803357579,7.554819276,9.105388798,7.756900173,9.031771295,7.599007381,9.122989349,8.996454179,9.00187075,9.138519405,9.285967996,6.440926587,9.149825525,6.492994371,8.494287683,8.870617782,9.468193441,7.679518936,7.945731478,6.261831377,9.050510225,8.124277373
10.11396846,8.38672476,9.282886873,7.760536501,6.924911467,8.963056809,8.147902389,9.906233931,8.467971677,8.75511415,7.995717505,8.384911566,7.678408777,8.816476339,7.46254921,8.658279258,8.026567391,9.103225722,8.748545394,8.895240602,7.84262842,8.783256996,6.49447289,9.251318866,6.717079515,8.04528044,9.721203249,9.18174355,7.713501303,8.77732567,6.354086509,8.592377872,8.065094987
9.363020198,8.01600275,9.264235988,7.593437445,8.460247906,8.801010839,7.601715861,10.1637577,8.394765127,9.470908909,7.470860743,9.652194236,8.550234473,7.931300985,7.336531984,8.763904136,7.272762155,9.864502039,8.790677451,9.295545137,8.350856178,7.968139478,6.672984512,9.393770532,6.975385653,7.613495416,9.500569821,9.217393743,7.629635579,11.40479437,6.459473906,9.426901055,8.478557086
9.132714875,8.576198407,9.046552908,7.192050956,7.073728132,7.314586502,8.159004428,9.51005036,8.850209849,8.578909067,7.813572854,8.223805034,7.892352813,7.961027704,7.99844219,8.802735393,8.31136169,8.553316261,9.617634026,8.72140608,7.544784633,8.075928326,6.658054233,9.168720074,6.424147391,7.402514058,9.419726374,9.280393766,7.346027769,9.010877473,6.289349811,7.78287715,7.899681204
9.859766412,8.513118571,8.994351878,7.68472309,7.054812092,8.372258846,7.995717505,9.750345833,8.403590843,8.413975606,8.094427764,8.496654231,7.851422013,8.5405678,8.234732826,8.858310162,8.083374503,8.841981227,9.477043604,8.988751649,7.454010013,8.10293684,6.714619553,9.264235988,6.427238136,8.029449199,10.03631426,9.268391361,7.977524224,7.872607402,6.343731031,8.341463784,7.81924095
9.436626669,8.635841762,9.101913377,7.39725979,6.94351319,7.522559829,7.98077174,9.190221865,8.950592731,8.704808335,8.224625931,8.07224929,8.039559037,8.048571263,7.859456445,8.976772093,8.482950817,8.107006345,9.445370453,8.874381538,7.200559637,8.00641939,6.842088592,9.206741055,6.468990338,7.58665103,9.942701789,9.104687722,7.281864183,8.79370151,5.882879592,7.971983801,7.59217302
9.156641164,8.422247902,9.474436405,7.630710227,6.721862521,8.052823894,8.182833682,9.43034356,8.50684918,8.863288949,8.211134827,8.500658567,7.604198379,8.343314213,7.87719671,8.46223174,8.334001027,9.177073595,9.59561588,8.886255368,8.043269208,8.373658295,6.58914389,9.453454411,7.035053716,7.80176114,9.857450142,9.416161893,8.280165113,7.947368251,5.834670116,8.296224077,7.53623046
8.73219792,8.325159363,9.310101056,7.526836861,7.257601082,7.324108963,7.743362741,9.529876716,8.585767266,8.640164102,7.864582061,8.643515013,7.779094087,8.281399678,8.163791004,8.811090519,8.278519308,8.988751649,9.480566493,8.685879484,7.354337805,8.043269208,6.673465132,9.179494886,6.549155456,7.609532822,9.201300896,9.398003411,7.672873453,9.836891311,5.797743103,7.040868427,7.781688554
9.012279708,8.70536613,9.485099283,7.447151499,6.599242863,7.418466121,8.260024957,9.892596049,9.463530458,8.750369712,8.529275804,7.579497916,7.84096243,8.374308478,7.462132558,8.260024957,8.265832739,8.458502,8.536072666,8.953210903,7.921183318,8.776432685,6.862825151,9.549718294,6.276320086,7.791145356,8.322505316,9.267570152,7.366915815,7.802904621,5.798429792,7.40153912,8.294966185
9.594674314,8.419436284,9.160467168,7.173577721,6.847953863,8.115840071,8.227559135,9.436626669,9.041703431,8.520966228,8.002705089,8.199392527,7.762517001,7.80578404,7.802904621,8.629465833,8.188579421,8.482447442,9.11945242,8.723509732,6.903086121,8.278519308,6.413673178,9.291403568,6.738060578,7.441549775,9.195542287,9.049912504,7.464900385,8.88444922,5.985808803,7.972301794,7.884894686
9.567392693,8.487425069,9.410971394,7.705044398,6.883023087,7.615967745,8.450883907,9.599347646,8.941373432,8.557307242,8.633899357,8.032576104,7.710779774,8.197409181,8.199784626,9.061241011,8.256935295,8.932348881,9.43486105,8.891320244,7.214935037,8.472663557,6.796309692,9.367950049,6.704923237,7.551384918,9.248697199,9.346010678,7.680696727,7.331766799,6.228737701,8.193718585,7.712118115
9.566488202,8.87742894,9.650275004,7.612501875,7.330292982,8.56952074,8.113187873,9.981185935,8.732766998,8.921915205,8.049554552,8.501571525,7.828166108,8.05245136,7.992070297,8.853502855,8.209894003,9.094604507,9.03811318,9.144621126,7.913468714,8.353215214,6.916948747,9.292282221,6.501331562,7.477901552,9.243418542,9.53566655,7.627867102,8.41537358,7.176297788,9.52316236,8.110850579
10.23013894,7.756379349,10.19393681,9.107531882,7.566014267,6.710116908,8.59922569,10.1662887,8.362164444,9.356153565,9.114413757,9.489631686,7.52885939,10.01084092,7.654862674,9.045924036,6.685369219,9.748032768,8.806384201,9.708611141,9.373851711,10.5247601,8.450883907,10.62642479,7.132619563,8.910028827,9.381451063,10.30454779,8.187809253,8.692588532,9.024731233,9.533909452,8.900326291
9.610934038,8.477677004,9.399708735,7.331766799,7.257951307,7.741158723,8.237910861,9.559985879,8.21934679,8.530999306,8.132135456,8.343314213,7.471509056,8.232327683,7.603698849,8.86083868,8.394765127,8.566377725,9.128312031,8.886831933,7.961346668,8.667561434,6.809499469,8.994351878,6.619941914,7.784358295,9.405129692,9.067664919,7.737704927,8.25653275,5.863727214,7.907353756,7.627100187
9.870484629,8.334460338,9.305992647,7.575996684,7.168668015,8.313642646,8.05454743,9.792788375,8.439851666,8.767948827,7.938043711,8.371769266,7.411082581,8.375352789,8.274864199,8.92327564,8.004427321,9.512806516,8.977521524,8.897169194,7.792606406,8.808732565,7.124581456,9.531913274,6.623812432,7.70968937,10.24598707,9.269204663,7.923625013,7.414750289,7.507696195,9.653194236,8.074821013
9.587648466,8.465472058,9.251318866,7.415371879,7.13128998,7.929700189,8.034030314,9.460670815,8.672610387,8.585767266,7.958237266,8.221833284,7.653020886,7.814513143,8.632780442,8.520966228,8.442671144,8.806384201,9.14533822,8.82317539,7.555512452,8.182441789,6.666696448,9.183949902,6.624758811,7.607230568,8.982088191,9.218977709,7.565319955,9.180274122,6.337378821,8.043269208,7.965768015
9.841520747,8.202533983,9.377239464,7.745764135,7.056068677,8.504953598,7.686621279,9.824128765,8.619418962,8.63112632,8.029057542,9.043178999,7.715412455,8.354917236,8.426884806,8.984081079,7.991396246,8.808196398,9.154462933,9.076952426,7.828765985,8.527485167,6.566257145,9.123771904,6.903150613,7.855735657,8.426326956,9.318342224,7.27597126,10.58822369,5.953418346,7.444885897,8.047508951
9.206741055,8.348710177,8.967252141,7.637423666,7.175453128,7.94065174,7.953763921,9.311740966,8.464540717,8.735545411,8.185029711,8.569017656,7.682585626,7.889834713,8.289559714,9.44021476,8.062189181,8.868161656,9.725405608,8.960990521,7.033014571,8.616656392,6.733139288,9.080420715,6.711520755,7.657954994,10.07395925,9.549718294,7.649878812,7.701346858,6.189440033,7.662232876,7.863941343
9.684583831,8.63112632,9.393770532,7.796717331,7.137438169,8.435123096,8.228407832,10.00586357,9.271543761,8.828807972,8.045974003,7.99001672,7.962728728,8.202533983,8.489278557,8.579425005,8.554327542,9.136390106,8.679046292,8.822504663,7.402514058,8.61238637,6.655643817,9.628321666,6.769430275,7.650147629,7.942626371,9.292282221,8.008542938,8.256049464,5.919705868,8.485438843,7.921956093
9.164931151,8.75969563,9.895582184,7.692721515,7.211054027,7.938997227,8.538953866,10.15960715,8.902268396,8.901646563,8.180028371,8.07224929,7.719532749,8.273217345,8.076747049,8.47468203,8.18585269,9.103225722,8.632780442,9.093857592,8.023145996,8.665327255,6.781909023,9.408372034,6.533974445,7.685823569,8.767948827,9.324198289,7.791145356,8.117287972,6.021036258,8.600810797,8.021383807
9.49590484,8.492390548,9.308500174,7.435323261,7.216360351,7.569465938,7.976849418,9.770387221,8.196196716,8.390445857,8.584181319,8.521460831,7.727942946,8.670893388,7.798436314,8.986727282,7.57732852,8.675819744,9.231301895,8.995095566,7.518189477,8.732766998,6.634710207,8.759153257,6.681228017,8.04156626,9.507250321,9.276254062,7.600437702,9.709737484,5.9690355,8.715179967,7.761370206
