label,znf207,polr2g,sae1,cap2,acly,pea15,dctn2,sf3b4,fcn3,clec1b,psmd4,cyp1a2,parp1,dbh,ecm1,col4a1,nat2,polr3c,mt1f,lcat,cs,ctnna1,copa,vipr1,scamp3,hgs,tomm40,thy1,top2a,c8orf33,pttg1,prc1,igfals,cdc20,pogk,creb3l2,aspm,mt1g,slc39a1,psme3,lsm2,nup205,cfl1,psmb4,plod3,b4galt3,irak1,ap3b1,neu1,nusap1,stip1,cdk4,fam20b,ccnb2,apof,kpnb1,hamp,srd5a2,aatf,gpc3,snx27,nploc4,gtpbp4,lamc1,lmna,cyp39a1,slc41a3,plvap,mt1m,ckap4,chst4,mcm3,ncapg,prpf3,capns1,kifc1,atic,pck1,atp6ap1,ptprf,mcm6,gmfb,cyp3a4,smg5,dnmt1,mpv17,kmo,dap3,dars2,aurka,mt1e,gnpat,kbtbd11,fos,mt1x,clic1,cetp,lsm4,cdc25b,ass1,mid1ip1,vps37c,trrap,acaca,sac3d1,slco1b3,s100a10,cnih4,hcfc1,rnd3,gla,cdkn3,gba3,cln3,fbl,bcap31,gpaa1,tbce,sqle,ncapd2,dnase1l3,lasp1,tmem106c,zgpat,ghr,actg2,mcm5,tuft1,gnpda1,pygb,tkt,slc22a1,pafah1b3,rusc1,mapre1
case,9.439849966,10.55778689,11.03950323,9.51976989,9.853407546,10.79893608,10.03326135,10.98842043,7.140184144,5.525870659,6.629085629,7.145411929,10.63574683,5.864493783,6.840898022,10.86385883,6.575050124,10.41811919,7.763638506,6.148972295,5.696679477,10.79309106,12.13403637,6.877818514,7.658993248,9.66680408,10.36238293,7.77147242,10.16653634,10.36784227,8.252633196,8.639005806,6.598381998,9.029247495,9.239467129,8.836987376,9.384436917,11.66766031,10.69983613,8.15428849,10.39154221,9.343972091,11.24685063,12.05464718,10.15739223,9.633591894,8.543281779,9.85857699,9.226207259,9.518400823,10.56684388,9.574681465,8.977911953,8.338531831,8.811731062,9.809576506,9.454543421,6.068523719,8.218896934,10.2179979,9.996329729,7.653897032,10.63167729,9.65821832,10.13327698,6.481356425,9.764039237,7.179132673,5.963847913,10.89351745,7.693110713,8.098655767,9.195851774,9.332393641,9.453109158,7.743703114,11.17285949,7.358041584,11.36307087,9.577610723,10.63702303,10.38461675,7.268709016,8.609267433,9.412628453,7.805385892,7.394055377,10.63046176,9.053569432,9.136012692,12.17821184,9.027088153,5.924759062,7.536959546,11.46526998,10.04360017,6.809906552,10.57442235,6.108248264,10.60985665,8.447719912,9.30302037,9.161270021,8.677742595,8.82398778,6.324482651,11.54278164,11.04802077,8.711175936,8.170356347,8.698364906,7.588151072,8.803954451,8.473975773,9.802917935,10.92438164,9.620615897,9.194569432,11.19087063,7.328850639,6.656156882,10.88874132,9.903840542,7.01823069,8.124297696,9.936500258,8.944071036,9.246842992,9.589192416,8.454512093,11.64576278,7.008930883,8.81686463,9.517650024,9.145116295
case,9.229118751,10.41349045,11.59296765,9.992021782,10.50860197,9.606306907,10.5382243,10.18064076,6.73690928,5.427318108,6.677629962,5.780078638,10.73425668,6.20822958,6.702608349,10.50485308,6.304292139,9.026558843,9.974887257,6.341107639,5.82237255,10.86538529,11.43296573,6.747152886,6.779791347,9.832168913,9.977669186,7.639852375,10.16861276,8.944071036,7.779497094,8.56336757,6.217122798,10.1714711,8.829960701,9.306107373,8.947673993,9.256428351,9.813053617,7.896822641,10.45144439,8.463559402,11.41859776,10.98046208,8.804450877,8.371604992,8.750355728,9.795540627,9.40257349,8.84034601,9.674638604,10.20245719,8.913115496,8.420259891,9.861894916,10.20969313,12.74906356,6.368731517,8.702454072,11.93103512,8.408313248,7.957918477,10.11748407,9.533254561,9.373916701,6.825146758,8.818879304,7.303778944,6.114085536,10.26111671,6.574333544,7.78686386,8.405179576,7.743703114,10.08650979,7.859392539,11.16795764,7.64663134,11.19663987,10.96344693,10.0257015,10.18555986,5.915686823,8.492669902,9.104630705,8.332545409,7.394237652,9.914442915,8.325834868,9.090876681,10.16974284,8.697028195,6.227492104,7.21242481,8.595487721,11.43538683,6.989418199,11.25629707,6.115331521,10.43103148,8.954914763,9.453765715,8.739034357,9.516207704,8.984402648,6.947609105,11.8829215,10.10561576,8.758114079,7.932290539,10.09010199,8.422844958,8.241261664,7.340911861,10.45852606,11.03118907,9.247993069,9.120817792,10.67175059,8.250257381,6.769905562,12.08579659,9.108956457,6.944622949,7.140184144,8.629125851,9.099939899,7.947811448,9.479336484,8.305033999,12.16546808,6.57069493,8.716902049,7.993049354,10.10460734
case,8.865477298,10.28091401,10.47427928,9.019111229,9.596654978,10.17555136,10.00402101,9.943672467,8.051176506,5.673807298,6.630191023,6.475857524,10.17763085,6.533261518,7.074633088,11.57255765,6.261526245,8.760406022,8.655615151,7.827267494,6.015257957,11.40424141,10.81174268,6.831867594,7.009949533,9.341316438,9.533254561,10.38933881,7.541309901,9.165462813,7.331167057,7.736504674,6.895056216,7.702215464,9.287545479,9.265813408,7.312816383,8.63937323,9.621401469,7.78686386,9.938169552,8.116110235,11.49592438,10.99870887,10.46573866,8.636763858,8.725270181,9.750266693,8.496130794,7.51883101,9.461844533,9.282270894,9.230967662,7.228118951,7.488041506,9.42134586,9.811281375,6.35619676,8.112771326,11.15353384,8.917166558,7.363683702,9.880251513,9.51976989,9.585621902,6.562926827,8.445112576,7.876255001,7.001216097,10.19403811,6.82846527,7.434479017,6.799997947,7.538618828,10.18250055,6.780058209,10.46086979,8.140608566,11.25430689,10.2265153,8.59748,9.36990013,9.086424126,8.39562754,9.048711193,8.177278672,7.811238736,10.02476205,7.637991061,8.223668404,8.924160983,9.084305616,6.99738296,9.847536628,9.618543982,10.37879473,6.686266641,9.504846401,6.503723488,11.04459923,7.931468863,8.98643837,8.71996264,7.910146014,8.724831215,6.417278806,13.08282749,9.887944895,8.775063231,7.747619134,8.38698635,6.867260231,7.578576279,8.15021086,9.193371121,11.38982285,8.871797417,9.033599482,10.01898072,7.050367411,7.877275076,11.39375599,9.233342108,6.804842173,7.928778751,6.46646511,7.92725591,7.96861883,9.249852535,8.011116907,9.75578578,7.449899213,8.2499204,8.95278836,9.881199456
case,9.419252604,9.784870297,10.74554364,10.86997141,9.457811779,9.94177544,9.810457096,10.1017863,6.546537211,5.494095724,6.804340728,11.14833824,9.832168913,6.151982763,6.646199641,10.06107724,6.85607721,9.395869725,7.477240763,6.466397745,5.888335501,10.26986604,11.39780306,6.788753255,7.209458731,9.716674971,8.917166558,7.68985114,9.611790263,9.160104781,8.129931935,8.880161011,6.390952761,8.635457012,8.191359742,8.845699123,9.209366106,7.546987082,9.923486573,7.714806346,10.46324368,8.278385506,10.74413051,11.44185555,9.54869663,8.295656372,8.557228104,9.184561661,10.31463665,8.593096077,8.838945484,9.288096339,8.496527731,8.267509128,7.04493356,9.972275021,7.014377997,6.29657484,8.712936838,9.949216613,9.23625979,7.744929677,10.03041509,8.995576944,9.32173895,6.078590662,8.355555572,7.309326098,5.860180637,10.04262688,6.500730764,8.456297575,7.591941347,8.180251401,9.733166762,8.144867265,10.73425668,9.914442915,10.48742416,9.571732053,9.153135953,9.818184033,12.38271787,7.627739147,8.819776533,7.849214539,7.05463282,10.49228798,7.053578722,8.153931896,7.695725723,9.119110309,6.021612325,9.099939899,8.919072133,10.61899511,6.592869648,10.38818922,6.407496536,10.39492788,7.343136524,8.227520067,8.04313568,7.754205149,8.875696183,8.040414923,12.23014216,9.822309265,8.343185743,6.844861632,7.720798888,8.823521568,7.989072079,8.911576155,9.448507134,10.86702093,10.13810036,9.095305829,11.32766364,6.911821032,6.924903723,10.72718486,10.24262019,7.136717945,8.800217834,8.953299182,8.394622469,8.494569971,8.34639913,7.444253593,9.680963753,6.597216483,8.319808934,8.565476128,9.188627196
case,8.775567282,10.87708488,10.37329863,10.20019203,9.21923409,9.767308425,9.546590428,10.43338023,7.048078868,5.892032703,6.579270403,5.997808461,10.26566936,6.422348987,6.732340637,10.34073344,6.15852149,8.930518152,6.772015999,7.737723276,5.874579885,10.28949324,11.39375599,6.803269906,7.218357394,9.703381627,9.793966882,7.938134289,9.582052348,9.114597614,8.377038768,9.005387484,6.994391539,9.135425536,9.200118142,9.147889985,8.924662979,8.39825482,10.70937,7.676681685,10.03224532,8.609267433,10.87419976,11.94606091,10.10658453,8.34995427,9.401389622,9.761475531,8.9517654,8.150808465,9.273671688,9.309240704,10.25043392,8.123013689,9.705714175,9.724355874,9.755062922,6.633610346,8.473596359,11.06863023,9.631201201,7.827267494,9.595092657,9.387735891,9.836425566,6.403891565,8.769809479,8.141503661,6.196192813,9.029247495,6.356644061,8.141820092,7.81665519,8.700553273,9.782430588,7.69144875,10.85925995,7.800523467,10.44286687,10.45144439,9.434536877,9.024989147,8.247301933,8.181265592,8.82671553,8.437359407,8.3734375,10.55650403,8.389506338,8.63160453,8.730831471,9.399951013,6.220549116,8.105973311,10.45747388,9.410529252,6.878988861,9.70888673,5.978157732,10.52189275,8.081056589,9.224491166,8.547608589,7.918520819,9.569492245,5.774520969,11.23511124,9.316121873,8.729515726,6.634289188,8.878684612,8.665150452,9.613336087,8.635025308,8.832814744,10.4020865,9.728282192,9.307908934,11.34015366,6.989960422,8.178226692,11.37919599,10.14640455,10.0293839,7.385253058,6.914482085,8.894706917,7.710501737,9.022895856,7.612046904,12.18164467,10.2179979,8.936946836,8.782878541,9.149633546
case,9.090876681,10.72718486,10.94721537,9.375204462,9.592111894,9.788023173,9.751956978,11.28194009,7.047555236,5.315490435,6.589346612,6.285470513,10.22239052,6.443603798,6.842408818,10.40533176,6.294540825,8.556393344,7.18273018,6.153744632,5.63721776,10.75119344,12.01469847,6.69580835,7.909296966,10.51699931,9.773262108,7.43689452,10.06003707,9.031968832,7.457354196,9.700393071,6.707866673,9.183955767,10.11361664,8.31084349,8.284184036,7.428247935,9.656740668,7.976866513,10.31678365,8.46135945,10.64774289,12.50590252,9.117917721,9.324286586,8.648751798,10.51585999,8.674658007,8.990951514,9.459822938,9.233881821,10.56437088,7.834244063,6.771973939,10.3634792,7.974329907,5.937845001,9.298012256,11.43746197,9.702549439,8.870332943,10.03128903,8.225941446,9.767308425,6.170278477,8.442022616,8.275568654,7.143765179,10.08730268,6.718614254,8.029961228,8.053456517,8.717747353,10.24936099,8.076277829,10.78579466,11.97775108,10.92743896,10.15129838,9.57901003,9.542415835,8.168066766,7.843152125,9.671438751,7.529814748,9.263475659,11.28381573,9.331752816,8.972845285,8.723458194,8.513084508,6.290378354,7.879137241,11.48924068,9.471483253,6.865616798,9.479336484,6.242560662,11.08708564,7.659677327,9.181543382,8.661313715,7.916621811,10.10561576,5.697209345,11.74243372,9.809576506,9.439189829,6.95376695,8.113662157,7.760945671,6.164929658,8.52752324,9.086424126,10.1705914,9.545901735,8.988444163,9.5019253,7.017271953,7.19470143,10.82801678,10.2338962,7.552105766,9.73643004,6.717064337,8.790466624,8.519571963,8.52559604,7.453718918,8.92161314,6.84031622,9.758187148,9.909254164,9.016451116
control,7.796097534,9.253662139,9.599347646,7.229134299,7.871986262,8.559328928,8.765612138,7.55037723,12.84392646,10.07632963,6.578245495,11.6967373,8.352295931,7.339011805,7.074677439,7.756051487,10.39374095,7.600686507,13.68415929,9.915383668,5.818346333,9.158225806,9.487879304,8.097345824,6.219272745,8.023810273,8.291951247,5.890034606,5.811996394,7.674534604,6.811936513,6.253693014,10.24167492,5.920771445,7.645230412,8.084384448,6.778132616,14.49961834,7.996061518,7.104622052,9.008674858,7.245158128,10.21584441,9.558005946,8.138624544,7.313336629,7.597217921,8.008855473,7.757142978,6.166456399,7.958916207,8.164606858,8.110513502,5.874403761,11.18323655,8.579425005,13.7897843,8.885529277,6.791684716,5.878751402,7.867659287,6.859833031,8.61238637,7.523500494,7.584620586,7.951405494,7.909023909,6.541451247,12.04607349,8.462722997,7.353552604,6.792907857,5.732001409,6.646514151,8.284372407,6.184194334,8.966603771,10.65778815,9.390317508,9.756110876,7.60979914,8.660399483,12.0214093,6.811178501,7.506315131,6.657951466,8.570976046,8.536072666,6.932510745,6.288153371,13.84937325,7.762517001,8.638046451,10.98396911,13.98560803,8.497160511,7.545959762,8.551277174,6.197092785,12.56408499,6.981302201,8.083731018,7.090775508,6.899390805,7.41887589,9.596637806,9.59561588,9.677284543,7.635058929,8.891320244,7.26105334,5.798512022,11.65565457,6.749297911,8.450883907,9.41011535,7.490947145,7.765085208,8.573109236,6.081714429,10.96097024,9.835615504,7.865486972,9.424304441,11.78889127,6.356810899,7.059262693,6.264746257,8.031852796,6.597211538,8.287821954,10.20445266,6.456941612,7.479263568,8.122362128
control,8.475736714,9.399708735,9.281183508,7.118724954,9.187141587,8.707031095,8.842588606,8.76029026,12.8096523,8.780906672,6.76624505,12.6275518,9.105388798,8.338841598,7.546873953,9.218977709,7.777877997,7.969090523,12.61763563,9.816335545,5.860742357,10.27723637,9.714709775,8.866271477,5.854924746,8.723509732,8.492390548,6.495814754,5.694912973,7.571397879,6.712333393,6.028312923,10.29306167,6.017789391,8.008542938,8.042600641,7.238400163,14.27117145,8.602297166,6.471227834,9.301185729,7.01305219,9.567392693,10.07264209,9.174741694,7.713793168,7.480143806,8.155541589,7.402514058,6.067930866,8.481023699,7.978110286,8.211963748,5.929670069,12.39229116,8.557307242,13.95010786,8.979443691,7.029592723,5.997747592,8.142707766,6.733586178,8.998474208,8.055249611,8.703022826,7.10603073,7.857541161,6.653062466,10.31342214,8.367498619,8.471299215,6.610279328,5.59767179,6.434032655,9.098788529,6.132089218,9.224542509,10.20600866,10.39074375,8.369397808,7.552382768,8.442257825,12.08710956,6.687889874,6.716130673,6.56070481,9.232882814,8.633358148,6.641018412,6.286660939,13.26075136,7.141996539,8.090416762,9.691801248,13.17496129,8.757353552,7.144370007,8.198179382,6.731004326,13.33516208,6.635419015,8.743754956,8.019257603,6.9222552,8.389993988,8.690396417,10.38456044,8.649460505,6.518232264,8.372258846,7.04179581,5.893876887,10.66140576,6.268389906,8.359918451,10.37725511,7.149384414,6.628154,7.664869542,6.001207085,10.76627855,9.834493225,8.743189655,8.370839776,9.783805935,6.076112021,7.430037884,5.940490326,8.497160511,6.804851366,9.019711036,10.46786803,6.916527225,8.17195362,7.913753158
control,8.342421901,9.11730361,9.651151976,7.565319955,8.73219792,8.549275391,8.752107033,8.229281749,13.16145339,8.713344204,6.607897392,11.58126694,9.188003881,7.74657045,7.277691463,9.622502455,9.644170473,8.258514238,12.16220058,8.646121473,5.520148218,9.926077994,9.750345833,8.090416762,6.046383133,7.793532582,7.915717907,6.705356084,7.027411453,7.507225289,6.747036949,6.612744396,9.386334028,6.417351129,7.6985858,7.723172257,7.564426269,13.89852554,8.507314734,6.967283743,9.33465456,7.654350534,9.519341805,9.795263589,8.824455702,7.495356521,7.379329173,8.54107375,7.71843125,6.862468989,8.182075628,8.251982577,7.850508897,6.091269082,12.0214093,8.72081057,10.31048472,6.96292718,7.083754638,6.473913811,7.45224536,6.752672909,9.010877473,8.021780995,7.991396246,8.820122366,7.677545572,6.641069681,9.043841871,8.434667881,9.496944998,7.004921417,6.479581111,6.512576602,8.754500704,6.284993897,9.271543761,10.74627896,9.627360404,8.784428098,8.68292502,9.166412455,11.94663815,6.600605809,7.735842516,6.975309044,9.041009152,8.621437782,6.910732457,7.033314184,12.8609055,7.786801719,7.863941343,8.98146263,12.79826749,8.817094281,7.108565711,8.433797257,6.433961736,12.60341156,7.175580754,8.279324043,7.551639687,6.783975406,8.194573498,9.672207141,10.21726712,9.168720074,7.287718275,8.744920082,7.512947024,6.125615332,10.76447264,6.597543613,8.315391096,10.03272953,7.401938626,7.288427102,7.581201142,6.093344904,10.23013894,9.491425057,9.052578504,7.790270613,10.61772988,7.335783162,7.954483733,6.791978921,8.10590728,7.077331582,8.732766998,9.972571029,7.367320091,7.769179237,7.982141624
control,7.793532582,9.017524722,9.373851711,7.083405175,8.258514238,8.391918955,8.409958788,8.289906515,13.26075136,8.810510626,6.627605299,13.03232559,9.319024367,8.371275538,7.481911268,8.313642646,8.793139563,7.745500216,13.44401342,9.752453284,5.792118793,9.931906058,10.06643332,8.196196716,6.140580427,8.527485167,8.54679309,6.531206059,5.942307051,7.299398834,6.855040101,6.217219384,9.921078459,6.040320613,8.246482114,8.223021106,6.731667922,14.60486269,8.308346521,7.15285292,8.78156071,7.231195287,10.0387308,10.64593819,8.889990994,7.683153227,7.46445074,8.396217775,7.753237607,6.481890192,8.509158808,8.248943609,7.999137636,5.733278834,11.91933364,9.155912982,13.98560803,8.417164029,7.371553284,5.811513158,8.123512668,6.932297043,8.595450037,7.939357752,7.854416913,7.422861411,7.683667841,6.763010197,11.73796695,8.558310156,8.541603247,6.939449995,5.976320908,6.583141448,8.715719599,5.943191642,9.531913274,11.05840266,10.2504204,9.643081553,7.275293561,8.717344068,12.42378529,7.049521478,7.714636235,6.630412911,9.273998627,8.480025032,6.524243,7.183749003,13.67095946,7.600437702,8.399854342,9.896768406,14.00351868,8.501120367,7.115005388,8.287821954,6.762135007,12.75007265,6.823084284,8.26862136,7.89524752,7.281864183,7.803173079,8.616656392,9.717834374,8.766263013,7.837454475,9.452631302,7.206791177,5.845096357,11.07604261,6.709510909,8.463194202,9.830929205,7.447819449,7.454727175,7.647520693,6.466236296,9.885904806,10.26738791,7.97941265,8.026975349,11.13127358,5.916823559,7.170987514,7.426159428,8.02348545,6.84234812,8.70536613,10.21858992,7.458622871,7.544784633,8.473720048
control,8.242822041,9.390317508,9.696917243,7.344591569,8.128400163,8.669170812,8.899688355,8.616184525,12.64241176,9.52316236,6.570515494,12.4144471,8.932348881,7.803173079,7.022883376,8.643515013,8.650036576,8.180885474,11.99581275,8.987413395,5.910094472,10.15960715,9.603139733,8.149752796,6.260817017,8.303893775,8.469426218,6.4895841,6.935672956,7.872883152,6.811587067,7.003440519,8.228851591,6.718344679,8.389504823,7.920733726,7.018062755,13.60277654,8.46367358,7.374150306,9.034441508,7.408197461,10.58124384,9.939041936,8.514631452,7.253679654,7.890734756,8.78156071,7.760839937,7.136607312,8.059676811,8.293259062,8.35630671,6.563558272,10.20316224,8.997126838,13.76026555,8.155541589,7.454243165,7.618483292,7.714636235,6.972715324,9.006515522,7.769733662,7.820103049,7.607230568,7.546637774,6.784805326,9.959599119,8.323869476,8.656685771,7.211821249,6.553143933,7.157003698,9.254415823,6.355133486,9.704461587,9.622502455,9.718937258,9.409276415,8.547305444,8.880514696,12.14282046,7.079966123,7.977524224,7.205640102,8.988086925,8.680137208,6.857566742,7.456075796,12.86629027,8.012264892,7.338471066,9.504239895,13.45388931,9.185595289,7.706157346,8.535633187,6.342249409,11.99947376,7.972982574,8.352295931,7.698102647,7.082953611,7.513848267,9.275550624,10.78075596,8.85652642,8.202167901,9.810716333,7.632930332,6.586126559,10.54669956,7.133150898,8.351772163,9.727681953,7.810574483,7.675527545,7.492852995,6.29678522,10.22455817,10.26192828,8.707031095,7.793801485999999,10.64593819,6.893802895,7.933747627,7.490947145,8.60600404,7.100011645,8.764599076,9.881191155,7.147297433,7.409391387,8.946103481
control,8.107006345,9.424304441,9.547862026,7.149931542,7.76858647,8.657780194,8.971303466,8.217290593,12.54511388,9.999532831,6.583773506,11.66162667,8.580958463,7.32629153,7.151043859,8.631660091,9.0819355,7.709151415,11.57008775,9.348473145,5.883708797,9.360462183,9.22118492,8.176737018,6.391478616,7.913468714,8.393836535,6.850026342,6.313908856,7.47442427,6.696313292,6.579390947,9.297231497,6.083994729,8.014988291,7.888929785,6.769170181,13.84937325,8.259392853,7.014299176,8.951175763,7.243313883,9.985991114,10.00951908,8.098086544,7.357147908,7.88645016,8.485438843,7.591648638,6.814988466,7.837125033,8.377612913,7.903879629,6.228157743,10.61599474,8.722482714,13.91488379,9.06484693,7.356131225,6.368003281,7.638170756,7.003440519,8.38623121,7.580957515,7.740849619,7.863941343,7.325012908,6.776433464,9.0706334,8.096626191,7.074329948,7.208029132,5.719074785,7.082132337,9.115234108,6.135139943,9.251318866,10.2489273,9.007967332,9.230501699,7.606698434,8.205779308,11.42261704,6.968937579,7.779094087,7.269101272,9.381451063,8.891320244,6.713342249,7.276466058,12.21801956,7.746084308,8.337004898,9.175541227,13.15405028,9.153038248,8.295781513,8.304849997,6.524896692,12.57379886,7.362702687,7.873230704,7.438980479,7.005375029,8.088865955,9.140840616,10.83360574,9.380627965,7.649588994,9.194126492,7.182332255,5.944806567,10.70112261,6.89602335,8.128400163,9.37132147,7.862292045,7.756900173,7.73497368,6.515077611,10.87884823,9.500569821,8.067411318,8.949349724,11.06748987,6.724774794,7.387304098,6.864148115,8.536969213,6.760864321,8.772140839,10.20737864,6.878088149,7.360312492,8.505444629
control,8.008237394,9.175541227,9.479718704,7.053174817,7.797815663,8.291137282,8.586197314,7.729388618,12.4144471,9.084188522,6.742434719,13.08701531,8.941373432,8.26862136,7.271376425,7.780819391,9.717834374,7.502055368,12.82124496,10.05620555,5.822347045,9.64092858,9.678332942,8.337923141,5.990086649,8.425035751,8.062536581,5.926930735,5.969970002,7.541286934,6.658828291,6.141106997,9.995963848,6.117761045,8.042600641,8.285252574,7.099762831,14.0199876,8.031531358,7.101386762,8.965203177,7.280648931,10.28295176,9.703435337,8.409080379,7.241860016,7.699183164,8.449908757,7.475064102,6.556174816,7.812990818,8.160206401,8.318507544,5.994079724,11.10230925,9.219697679,13.91488379,9.569336381,7.195904661,5.951052637,8.173145346,6.981732878,8.403153843,7.827222821,7.883247194,7.80380683,7.921956093,6.981820122,10.32193583,8.299662174,7.407978154,7.17643318,5.778615508,6.803956011,8.374521535,6.123521597,9.624603928,10.85864685,9.826450811,10.49512228,8.151998291,8.423656971,12.07601536,7.496005005,7.954483733,6.654995797,9.667864902,8.63006817,6.723364171,6.415128094,13.43549686,7.656924894,8.671489257,9.101094381,13.84937325,8.227983839,7.262859942,8.479530111,6.327413938,12.88256848,6.94880188,8.102177397,7.880669289,7.341306356,7.224926746,9.806276824,9.913110447,8.913321685,8.137455934,8.897169194,7.193424871,5.802036775,11.54861437,6.950448642,8.468925072,9.515617119,7.749009855,7.744447557,7.350323831,6.314716663,9.810716333,10.26614011,7.880046883,9.507250321,11.99241013,6.872473908,7.413703094,6.187418775,7.871669311,6.797953039,8.249839107,10.87692845,6.571284838,7.542189866,7.861367745
control,8.110850579,9.292282221,9.53566655,7.330292982,8.073712342,8.839272096,8.921915205,8.49621575,13.22108846,9.891969754,6.501331562,12.49705293,9.144621126,7.418286165,6.99046325,9.605283303,8.777936584,7.848770169,12.69232141,9.079025204,6.028473774,9.981185935,9.692782454,7.810574483,6.200320788,8.05245136,8.0071502,7.176297788,6.980297181,7.612501875,6.861977164,6.900757439,8.537959246,6.676174316,7.798436314,8.113187873,6.863266684,14.25116683,8.389993988,7.188335614,9.094604507,7.405958187,9.90380659,10.0133684,8.353215214,7.346388561,7.665605897,8.87742894,8.001717073,6.967609252,7.930939801,8.516091519,8.049554552,6.224127221,11.80118894,8.853502855,12.44149144,7.667964018,7.351612495,7.038011145,7.800267931,7.001932606,8.478557086,8.17195362,7.949090148,7.677545572,7.627867102,6.916948747,10.33955886,8.277232338,8.56952074,7.128033407,6.286865899,7.145061988,8.858310162,6.268916285,9.232882814,11.20591541,9.482361863,9.243418542,7.998116264,8.501571525,11.11785583,6.970195105,7.910534563,7.372170303,9.209151639,8.732766998,6.964565847,6.914719094,13.0530641,7.828166108,7.715677275,9.729821868,13.33516208,9.382355028,7.20484332,8.321227027,6.391641717,13.08048709,7.009414286,8.187809253,7.673167563,7.206341819,8.079017543,8.871881509,10.99949386,8.837394797,7.706709307,9.158225806,7.46575921,6.441609251,10.23875358,7.113404268,8.300071109,9.862218069,7.869831488,7.653020886,7.880046883,6.603258214,10.6665395,10.06260468,8.196586492,8.116192865,10.1637577,5.933039612,7.319907988,6.843505365,8.604959569,7.225243024,9.291403568,9.802954774,7.640981226,7.653290926,8.502938275
control,8.159004428,9.594674314,9.07966789,7.223357377,8.140512313,8.126147483,8.688111151,7.903879629,12.45593181,9.250424177,6.511227651,10.72422953,8.797259902,7.078901669,6.90956924,9.095356723,9.8585755,7.759977017,12.35633997,8.705876091,5.772060419,9.643081553,9.56191412,7.663519888,5.794123834,7.231785784,7.16007983,6.29592134,6.396368279,7.629129677,6.563489428,6.176457894,8.480560716,6.023353635,7.584620586,7.750167649,7.263741838,14.05417949,8.365649334,6.680668215,9.185595289,7.556228847,9.142193558,10.03406597,7.907353756,6.806959848,7.273240856,8.124277373,7.979079421,6.492641876,7.986972254,8.310475975,7.615474901,6.100888234,11.47849811,8.223021106,13.18961024,9.78271588,6.595225674,5.982227138,7.359117294,6.402544205,8.598661147,7.703671433,8.040868593,8.774969362,7.627606238,6.952752002,10.27723637,8.333517066,7.519105677,6.960209712,6.06098416,6.515396425,8.437929834,6.224127221,9.03811318,11.29243627,8.656150444,8.927808514,8.091537458,8.998474208,11.20819939,6.21774581,7.327230622,6.832822578,8.685284553,8.785084083,6.335244322,6.678715195,12.95476601,8.092247472,7.695980396,10.44220206,13.04664399,9.023325268,7.506970162,8.107006345,6.250080988,13.64300279,7.028209953,7.674534604,6.966692805,6.727996564,8.048571263,9.438448048,9.939041936,9.740690095,6.649339951,9.132028695,7.453780759,6.044721291,11.51665085,6.548227996,8.110513502,9.556146475,7.664075835,7.686621279,7.862954263,6.041746116,10.45494195,8.958936648,7.960324641,9.178726772,11.08282659,5.890658332,7.216196936,6.468651964,7.970737327,6.54243902,8.279324043,9.957189103,6.993208504,7.458822729,7.968758183
control,7.643875397,9.07133896,9.02115742,6.792145902,8.095152267,7.977524224,8.315837722,8.267240099,11.78588804,6.907675285,6.691586087,12.72347937,8.819404024,6.477494604,7.259591162,8.390445857,8.809283536,7.235507917,11.78889127,10.52295829,5.873800086,9.709737484,9.433069048,8.45874609,6.189067128,8.658786217,8.359509652,6.245909663,5.932649306,7.300511815,6.641700138,5.993533051,8.950592731,6.016497413,8.023810273,8.357187343,6.853397362,13.40335157,8.243576193,6.079767249,9.18174355,6.534331379,9.392945022,9.828779257,9.004447613,8.027718457,8.017820493,8.123904861,7.712393347,6.247506127,8.370839776,8.114326501,7.986280572,5.868642555,11.81053719,9.464403297,13.46351081,8.024845565,7.311104351,6.024107818,8.047856355,6.441950355,8.429651898,8.059676811,8.317642742,8.299662174,7.591411821,7.508825107,8.304849997,7.966793711,7.668479002,6.382464029,5.880145919,6.549238205,8.923936816,6.12446806,9.48416724,9.961797303,10.13143738,9.177073595,7.03902389,8.163025193,12.4144471,6.542028609,6.964565847,6.202872588,9.370370909,8.746082525,6.464830087,6.112472984,12.65187678,7.181086276,8.472215872,11.50915821,12.73374335,8.037086563,6.79741759,7.957531063,6.668527431,13.1451807,6.657249641,8.489776959,8.066676767,7.781101223,8.2882499,9.261139889,9.84609137,8.710540091,7.025023312,9.015620467,6.344933885,5.680679863,10.96337794,6.464724088,8.396655469,10.00825621,7.233425608,6.506361305,8.053492179,6.249991561,8.148278265,10.10006026,8.474221031,9.075493569,10.80218929,5.570319954,7.597217921,6.089871018,7.848770169,6.585935937,8.902268396,10.97169137,6.929223585,8.187389494,7.231498208
